정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
CAB285000591,입장,36.91554103,127.22352206,2024-10-28,591.0,34010,충청남도 천안시,천안BIS
CAB285000592,입장,36.9153177,127.22319224,2024-10-28,592.0,34010,충청남도 천안시,천안BIS
CAB285000593,연합아파트,36.91299961,127.21181574,2024-10-28,593.0,34010,충청남도 천안시,천안BIS
CAB285000594,연합아파트,36.91285256,127.21183816,2024-10-28,594.0,34010,충청남도 천안시,천안BIS
CAB285000595,거봉포도마을(서원산업),36.91235194,127.20039779,2024-10-28,595.0,34010,충청남도 천안시,천안BIS
CAB285000596,거봉포도마을(서원산업),36.91240299,127.19958075,2024-10-28,596.0,34010,충청남도 천안시,천안BIS
CAB285000597,모전리(익선원),36.91209966,127.19776575,2024-10-28,597.0,34010,충청남도 천안시,천안BIS
CAB285000598,유리,36.91874295,127.22332741,2024-10-28,598.0,34010,충청남도 천안시,천안BIS
CAB285000599,삼원빌라,36.9207504,127.22376159,2024-10-28,599.0,34010,충청남도 천안시,천안BIS
CAB285000601,독정리입구,36.9312162,127.2301189,2024-10-28,601.0,34010,충청남도 천안시,천안BIS
CAB285000623,입장양진유통,36.91465331,127.22216316,2024-10-28,623.0,34010,충청남도 천안시,천안BIS
CAB285000624,입장면행정복지센터,36.91228605,127.22166088,2024-10-28,624.0,34010,충청남도 천안시,천안BIS
CAB285001652,잣고개,36.8404299,127.4153145,2024-10-28,1652.0,34010,충청남도 천안시,천안BIS
CAB285001658,성 거  SKC,36.87657981,127.20140605,2024-10-28,1658.0,34010,충청남도 천안시,천안BIS
CAB285001661,휴대리배방농협,36.7807991,127.113724,2024-10-28,1661.0,34010,충청남도 천안시,천안BIS
CAB285001668,대홍리,36.94889311,127.13404458,2024-10-28,1668.0,34010,충청남도 천안시,천안BIS
CAB285001669,유성농장입구,36.85630475,127.25950192,2024-10-28,1669.0,34010,충청남도 천안시,천안BIS
CAB285001670,덕전1리,36.806585,127.204857,2024-10-28,1670.0,34010,충청남도 천안시,천안BIS
CAB285001671,목천농협,36.7845307,127.235896,2024-10-28,1671.0,34010,충청남도 천안시,천안BIS
CAB285001675,용정새마을금고,36.74372177,127.10227814,2024-10-28,1675.0,34010,충청남도 천안시,천안BIS
CAB285001677,풍서4리,36.7162531,127.1320977,2024-10-28,1677.0,34010,충청남도 천안시,천안BIS
CAB285001680,신당2통,36.8628127,127.1617061,2024-10-28,1680.0,34010,충청남도 천안시,천안BIS
CAB285001681,신당2통,36.86274014,127.16156021,2024-10-28,1681.0,34010,충청남도 천안시,천안BIS
CAB285001682,서울사료,36.8639762,127.1528458,2024-10-28,1682.0,34010,충청남도 천안시,천안BIS
CAB285001683,서울사료,36.86407538,127.15297682,2024-10-28,1683.0,34010,충청남도 천안시,천안BIS
CAB285001684,저리2리(모시울),36.885795,127.19778465,2024-10-28,1684.0,34010,충청남도 천안시,천안BIS
CAB285001685,저리2리(모시울),36.88560296,127.19759075,2024-10-28,1685.0,34010,충청남도 천안시,천안BIS
CAB285001686,산호아파트,36.8937935,127.1240577,2024-10-28,1686.0,34010,충청남도 천안시,천안BIS
CAB285001688,풍서4리,36.71612798,127.13218241,2024-10-28,1688.0,34010,충청남도 천안시,천안BIS
CAB285001689,봉양1리,36.7010882,127.261192,2024-10-28,1689.0,34010,충청남도 천안시,천안BIS
CAB285001691,성환리(성환터미널),36.9167153,127.1325999,2024-10-28,1691.0,34010,충청남도 천안시,천안BIS
CAB285001694,가송3리,36.7300249,127.1439236,2024-10-28,1694.0,34010,충청남도 천안시,천안BIS
CAB285001695,삼태리(종점),36.7364623,127.0844031,2024-10-28,1695.0,34010,충청남도 천안시,천안BIS
CAB285001696,보산원,36.7021542,127.0710538,2024-10-28,1696.0,34010,충청남도 천안시,천안BIS
CAB285001698,석지골,36.650283,127.085713,2024-10-28,1698.0,34010,충청남도 천안시,천안BIS
CAB285001700,도장3리,36.7509269,127.1877217,2024-10-28,1700.0,34010,충청남도 천안시,천안BIS
CAB285001701,우성8차아파트,36.8698411,127.1255215,2024-10-28,1701.0,34010,충청남도 천안시,천안BIS
CAB285001703,지산2리,36.7955661,127.193969,2024-10-28,1703.0,34010,충청남도 천안시,천안BIS
CAB285001706,발산리,36.7086428,127.2977584,2024-10-28,1706.0,34010,충청남도 천안시,천안BIS
CAB285001709,죽계1리,36.795066,127.3851933,2024-10-28,1709.0,34010,충청남도 천안시,천안BIS
CAB285001710,봉항3리,36.8441024,127.3185973,2024-10-28,1710.0,34010,충청남도 천안시,천안BIS
CAB285001711,양곡리(종점),36.8509596,127.28201408,2024-10-28,1711.0,34010,충청남도 천안시,천안BIS
CAB285001713,양대리(종점),36.8956655,127.2625805,2024-10-28,1713.0,34010,충청남도 천안시,천안BIS
CAB285001714,운용리(종점),36.87040657,127.26779319,2024-10-28,1714.0,34010,충청남도 천안시,천안BIS
CAB285001715,단국대학교병원,36.8412905,127.1743703,2024-10-28,1715.0,34010,충청남도 천안시,천안BIS
CAB285001716,부영아파트,36.7604214,127.1782955,2024-10-28,1716.0,34010,충청남도 천안시,천안BIS
CAB285001719,안서동(문암),36.84434466,127.18699407,2024-10-28,1719.0,34010,충청남도 천안시,천안BIS
CAB285001721,명덕리종점,36.82233216,127.25502858,2024-10-28,1721.0,34010,충청남도 천안시,천안BIS
CAB285001722,오곡리(종점),36.824884,127.284068,2024-10-28,1722.0,34010,충청남도 천안시,천안BIS
CAB285001723,천흥리(종점),36.8730555,127.2106701,2024-10-28,1723.0,34010,충청남도 천안시,천안BIS
CAB285001724,왕림리(종점),36.91455865,127.09734156,2024-10-28,1724.0,34010,충청남도 천안시,천안BIS
CAB285001725,신방리(종점),36.9344413,127.0816103,2024-10-28,1725.0,34010,충청남도 천안시,천안BIS
CAB285001727,대홍저수지,36.9386817,127.1495639,2024-10-28,1727.0,34010,충청남도 천안시,천안BIS
CAB285001728,양령2리,36.96372434,127.15462082,2024-10-28,1728.0,34010,충청남도 천안시,천안BIS
CAB285001729,업성4통,36.86582008,127.13006101,2024-10-28,1729.0,34010,충청남도 천안시,천안BIS
CAB285001734,전의읍내리(종점),36.6789191,127.2082706,2024-10-28,1734.0,34010,충청남도 천안시,천안BIS
CAB285001735,바타니(종점),36.8143928,127.3639047,2024-10-28,1735.0,34010,충청남도 천안시,천안BIS
CAB285001736,관성2리마을회관,36.8213759,127.3237012,2024-10-28,1736.0,34010,충청남도 천안시,천안BIS
CAB285001737,관성리(종점),36.8170867,127.3409441,2024-10-28,1737.0,34010,충청남도 천안시,천안BIS
CAB285001738,서원리(종점),36.7792615,127.295836,2024-10-28,1738.0,34010,충청남도 천안시,천안BIS
CAB285001739,곡대(종점),36.8795268,127.29434457,2024-10-28,1739.0,34010,충청남도 천안시,천안BIS
CAB285001740,청룡(종점),36.9047458,127.2784233,2024-10-28,1740.0,34010,충청남도 천안시,천안BIS
CAB285001741,호당리,36.88434462,127.23780241,2024-10-28,1741.0,34010,충청남도 천안시,천안BIS
CAB285001743,광덕1리,36.7881226,127.3472468,2024-10-28,1743.0,34010,충청남도 천안시,천안BIS
CAB285001744,행암리(종점),36.8046251,127.3545277,2024-10-28,1744.0,34010,충청남도 천안시,천안BIS
CAB285001745,동산2리,36.8272118,127.0745752,2024-10-28,1745.0,34010,충청남도 천안시,천안BIS
CAB285001746,구성5통,36.79231923,127.17354692,2024-10-28,1746.0,34010,충청남도 천안시,천안BIS
CAB285001747,백석대학교(운동장),36.8406499,127.1851781,2024-10-28,1747.0,34010,충청남도 천안시,천안BIS
CAB285001748,한국생산기술연구원,36.9047947,127.2460661,2024-10-28,1748.0,34010,충청남도 천안시,천안BIS
CAB285001749,한국생산기술연구원,36.9047273,127.2461729,2024-10-28,1749.0,34010,충청남도 천안시,천안BIS
CAB285001750,성남초교,36.7253524,127.2513941,2024-10-28,1750.0,34010,충청남도 천안시,천안BIS
CAB285001751,성남초교,36.7254153,127.2513323,2024-10-28,1751.0,34010,충청남도 천안시,천안BIS
CAB285001752,직산역,36.8698911,127.1447386,2024-10-28,1752.0,34010,충청남도 천안시,천안BIS
CAB285001753,동남구보건소,36.80731404,127.15153934,2024-10-28,1753.0,34010,충청남도 천안시,천안BIS
CAB285001754,단국대 삼거리,36.830499,127.1639488,2024-10-28,1754.0,34010,충청남도 천안시,천안BIS
CAB285001755,성환문화회관,36.91172292,127.13673126,2024-10-28,1755.0,34010,충청남도 천안시,천안BIS
CAB285001756,성환문화회관,36.91185463,127.1366524,2024-10-28,1756.0,34010,충청남도 천안시,천안BIS
CAB285001757,백석사거리,36.8185896,127.13095407,2024-10-28,1757.0,34010,충청남도 천안시,천안BIS
CAB285001758,백석사거리,36.81699131,127.13084907,2024-10-28,1758.0,34010,충청남도 천안시,천안BIS
CAB285001759,봉서초등학교,36.81435129,127.12990241,2024-10-28,1759.0,34010,충청남도 천안시,천안BIS
CAB285001760,봉서초등학교,36.81519796,127.13044074,2024-10-28,1760.0,34010,충청남도 천안시,천안BIS
CAB285001761,시영1차아파트,36.8073613,127.12823574,2024-10-28,1761.0,34010,충청남도 천안시,천안BIS
CAB285000625,초원아파트,36.91216391,127.22145656,2024-10-28,625.0,34010,충청남도 천안시,천안BIS
CAB285000626,효계리(동계리),36.90889432,127.22056252,2024-10-28,626.0,34010,충청남도 천안시,천안BIS
CAB285000627,신덕2리,36.90376963,127.21910907,2024-10-28,627.0,34010,충청남도 천안시,천안BIS
CAB285000628,석교1리(궝말),36.85866796,127.18757408,2024-10-28,628.0,34010,충청남도 천안시,천안BIS
CAB285000629,청구빌라,36.85882462,127.18735574,2024-10-28,629.0,34010,충청남도 천안시,천안BIS
CAB285000630,오성원룸,36.8557213,127.18476575,2024-10-28,630.0,34010,충청남도 천안시,천안BIS
CAB285000631,석교2리,36.85576631,127.18447407,2024-10-28,631.0,34010,충청남도 천안시,천안BIS
CAB285000632,망향의동산,36.85371298,127.18424407,2024-10-28,632.0,34010,충청남도 천안시,천안BIS
CAB285000633,망향의동산,36.85363796,127.18399741,2024-10-28,633.0,34010,충청남도 천안시,천안BIS
CAB285000634,성거육영아파트,36.85096628,127.18309075,2024-10-28,634.0,34010,충청남도 천안시,천안BIS
CAB285000635,성거육영아파트,36.8500119,127.1829356,2024-10-28,635.0,34010,충청남도 천안시,천안BIS
CAB285000636,요방1리입구,36.84907463,127.18182408,2024-10-28,636.0,34010,충청남도 천안시,천안BIS
CAB285000637,오승빌라,36.84674964,127.18059575,2024-10-28,637.0,34010,충청남도 천안시,천안BIS
CAB285000638,요방3리,36.84626129,127.17991407,2024-10-28,638.0,34010,충청남도 천안시,천안BIS
CAB285000639,단국대학교병원,36.84147798,127.17506574,2024-10-28,639.0,34010,충청남도 천안시,천안BIS
CAB285000640,단국대학교병원,36.8413349,127.1741122,2024-10-28,640.0,34010,충청남도 천안시,천안BIS
CAB285000641,단국대학교병원,36.83938797,127.17427241,2024-10-28,641.0,34010,충청남도 천안시,천안BIS
CAB285000642,상명대학교,36.8330796,127.17300075,2024-10-28,642.0,34010,충청남도 천안시,천안BIS
CAB285000643,천안톨게이트,36.82824318,127.16770155,2024-10-28,643.0,34010,충청남도 천안시,천안BIS
CAB285000644,천안톨게이트,36.82835666,127.16761061,2024-10-28,644.0,34010,충청남도 천안시,천안BIS
CAB285000646,신부우방아파트,36.82342295,127.15263742,2024-10-28,646.0,34010,충청남도 천안시,천안BIS
CAB285000648,신부청광아파트,36.82162686,127.15211514,2024-10-28,648.0,34010,충청남도 천안시,천안BIS
CAB285000649,방죽안오거리,36.817435,127.15115249,2024-10-28,649.0,34010,충청남도 천안시,천안BIS
CAB285000650,방죽안오거리,36.8175776,127.1514936,2024-10-28,650.0,34010,충청남도 천안시,천안BIS
CAB285000651,복자여자중고등학교,36.815312,127.1502101,2024-10-28,651.0,34010,충청남도 천안시,천안BIS
CAB285000652,복자여자중고등학교,36.815121,127.1499161,2024-10-28,652.0,34010,충청남도 천안시,천안BIS
CAB285000653,삼도상가,36.8120581,127.1488145,2024-10-28,653.0,34010,충청남도 천안시,천안BIS
CAB285000654,삼도상가,36.8116185,127.148923,2024-10-28,654.0,34010,충청남도 천안시,천안BIS
CAB285000655,천안역 동부광장,36.8083388,127.147642,2024-10-28,655.0,34010,충청남도 천안시,천안BIS
CAB285000656,천안역 동부광장,36.8081632,127.1477157,2024-10-28,656.0,34010,충청남도 천안시,천안BIS
CAB285000657,농협 봉명동지점,36.80251918,127.14137501,2024-10-28,657.0,34010,충청남도 천안시,천안BIS
CAB285000658,농협 봉명동지점,36.80266795,127.14114574,2024-10-28,658.0,34010,충청남도 천안시,천안BIS
CAB285000659,온양나드리,36.803072,127.146009,2024-10-28,659.0,34010,충청남도 천안시,천안BIS
CAB285000660,온양나드리,36.8032386,127.1462215,2024-10-28,660.0,34010,충청남도 천안시,천안BIS
CAB285000661,남산중앙시장,36.8005047,127.1487406,2024-10-28,661.0,34010,충청남도 천안시,천안BIS
CAB285000662,천안중앙시장,36.8004711,127.1492519,2024-10-28,662.0,34010,충청남도 천안시,천안BIS
CAB285000663,중앙시장,36.8010882,127.15068769,2024-10-28,663.0,34010,충청남도 천안시,천안BIS
CAB285000664,중앙시장,36.80171789,127.15042684,2024-10-28,664.0,34010,충청남도 천안시,천안BIS
CAB285000665,천안중앙시장,36.80332398,127.15014598,2024-10-28,665.0,34010,충청남도 천안시,천안BIS
CAB285000666,오룡우체국,36.80447711,127.15019781,2024-10-28,666.0,34010,충청남도 천안시,천안BIS
CAB285000667,동남구청,36.80727935,127.14979246,2024-10-28,667.0,34010,충청남도 천안시,천안BIS
CAB285000668,동남구청,36.80710758,127.14994067,2024-10-28,668.0,34010,충청남도 천안시,천안BIS
CAB285000669,버들육거리,36.8055523,127.1522197,2024-10-28,669.0,34010,충청남도 천안시,천안BIS
CAB285000670,버들육거리,36.8054539,127.1524533,2024-10-28,670.0,34010,충청남도 천안시,천안BIS
CAB285000671,청과시장,36.80328294,127.15286073,2024-10-28,671.0,34010,충청남도 천안시,천안BIS
CAB285000672,청과시장,36.80334529,127.15268173,2024-10-28,672.0,34010,충청남도 천안시,천안BIS
CAB285000673,농협원성점,36.79967502,127.15353677,2024-10-28,673.0,34010,충청남도 천안시,천안BIS
CAB285000674,농협원성점,36.79952316,127.15337379,2024-10-28,674.0,34010,충청남도 천안시,천안BIS
CAB285000675,남산축협,36.79921013,127.15157119,2024-10-28,675.0,34010,충청남도 천안시,천안BIS
CAB285000676,남산축협,36.7992067,127.1521362,2024-10-28,676.0,34010,충청남도 천안시,천안BIS
CAB285000677,천안역,36.80882941,127.14900627,2024-10-28,677.0,34010,충청남도 천안시,천안BIS
CAB285000678,천안역,36.80911797,127.14884241,2024-10-28,678.0,34010,충청남도 천안시,천안BIS
CAB285000679,천안역 필하우스 에듀시티,36.81124416,127.15269708,2024-10-28,679.0,34010,충청남도 천안시,천안BIS
CAB285000680,천안역 필하우스 에듀시티,36.81163128,127.15293407,2024-10-28,680.0,34010,충청남도 천안시,천안BIS
CAB285000681,천안초등학교,36.81402564,127.15290442,2024-10-28,681.0,34010,충청남도 천안시,천안BIS
CAB285000682,천안북중학교,36.81444863,127.15315039,2024-10-28,682.0,34010,충청남도 천안시,천안BIS
CAB285000683,신안파출소,36.81732914,127.1528389,2024-10-28,683.0,34010,충청남도 천안시,천안BIS
CAB285000684,신안파출소,36.8174513,127.15298408,2024-10-28,684.0,34010,충청남도 천안시,천안BIS
CAB285000685,종합터미널,36.8187607,127.1556582,2024-10-28,685.0,34010,충청남도 천안시,천안BIS
CAB285000686,종합터미널,36.8190148,127.1565574,2024-10-28,686.0,34010,충청남도 천안시,천안BIS
CAB285000687,고속터미널,36.81895798,127.15454074,2024-10-28,687.0,34010,충청남도 천안시,천안BIS
CAB285000688,신부경남아파트,36.81559628,127.15835407,2024-10-28,688.0,34010,충청남도 천안시,천안BIS
CAB285000689,신부경남아파트,36.81552076,127.15812062,2024-10-28,689.0,34010,충청남도 천안시,천안BIS
CAB285000690,중앙고등학교,36.81141632,127.15847742,2024-10-28,690.0,34010,충청남도 천안시,천안BIS
CAB285000691,교보생명,36.80798399,127.15847609,2024-10-28,691.0,34010,충청남도 천안시,천안BIS
CAB285000692,교보생명,36.80735799,127.15873241,2024-10-28,692.0,34010,충청남도 천안시,천안BIS
CAB285001762,시영1차아파트,36.80877299,127.12885241,2024-10-28,1762.0,34010,충청남도 천안시,천안BIS
CAB285001763,광명아파트,36.80084289,127.12692428,2024-10-28,1763.0,34010,충청남도 천안시,천안BIS
CAB285001764,연세우일치과병원,36.79856963,127.12629741,2024-10-28,1764.0,34010,충청남도 천안시,천안BIS
CAB285001765,일봉동행정복지센터,36.80103683,127.14263516,2024-10-28,1765.0,34010,충청남도 천안시,천안BIS
CAB285001767,청당벽산아파트,36.78110798,127.1593924,2024-10-28,1767.0,34010,충청남도 천안시,천안BIS
CAB285001768,남부고가교(천안국빈장례식장),36.783375,127.143123,2024-10-28,1768.0,34010,충청남도 천안시,천안BIS
CAB285001769,남부고가교,36.7829315,127.1432912,2024-10-28,1769.0,34010,충청남도 천안시,천안BIS
CAB285001770,태학산자연휴양림,36.73064195,127.09168391,2024-10-28,1770.0,34010,충청남도 천안시,천안BIS
CAB285001771,매당2리,36.7031986,127.1058593,2024-10-28,1771.0,34010,충청남도 천안시,천안BIS
CAB285001772,매당2리,36.7031092,127.1060837,2024-10-28,1772.0,34010,충청남도 천안시,천안BIS
CAB285001773,매당1리,36.6992779,127.0993303,2024-10-28,1773.0,34010,충청남도 천안시,천안BIS
CAB285001774,매당1리,36.6990984,127.0995775,2024-10-28,1774.0,34010,충청남도 천안시,천안BIS
CAB285001778,신도브래뉴1차아파트,36.77226367,127.21506719,2024-10-28,1778.0,34010,충청남도 천안시,천안BIS
CAB285001779,동산식물원,36.8082155,127.3700031,2024-10-28,1779.0,34010,충청남도 천안시,천안BIS
CAB285001780,동산식물원,36.8080531,127.3698352,2024-10-28,1780.0,34010,충청남도 천안시,천안BIS
CAB285001782,독립기념관,36.7780592,127.2307274,2024-10-28,1782.0,34010,충청남도 천안시,천안BIS
CAB285001783,독립기념관,36.778022,127.230515,2024-10-28,1783.0,34010,충청남도 천안시,천안BIS
CAB285001784,한국가스안전교육원,36.7979826,127.190675,2024-10-28,1784.0,34010,충청남도 천안시,천안BIS
CAB285001788,서당골,36.80050133,127.10066741,2024-10-28,1788.0,34010,충청남도 천안시,천안BIS
CAB285001790,불당1동행정복지센터,36.8050216,127.113191,2024-10-28,1790.0,34010,충청남도 천안시,천안BIS
CAB285001791,불당동일하이빌,36.80799925,127.11403722,2024-10-28,1791.0,34010,충청남도 천안시,천안BIS
CAB285001792,불당동일하이빌,36.80778699,127.11374928,2024-10-28,1792.0,34010,충청남도 천안시,천안BIS
CAB285001795,밤골,36.85508491,127.13025261,2024-10-28,1795.0,34010,충청남도 천안시,천안BIS
CAB285001796,밤골,36.8551708,127.1301362,2024-10-28,1796.0,34010,충청남도 천안시,천안BIS
CAB285001797,선바위,36.85789938,127.13443863,2024-10-28,1797.0,34010,충청남도 천안시,천안BIS
CAB285001798,선바위,36.8579918,127.1343406,2024-10-28,1798.0,34010,충청남도 천안시,천안BIS
CAB285001799,원네스아파트,36.8593736,127.1348759,2024-10-28,1799.0,34010,충청남도 천안시,천안BIS
CAB285001800,원네스아파트,36.8592254,127.1350561,2024-10-28,1800.0,34010,충청남도 천안시,천안BIS
CAB285001803,천안산업단지관리공단,36.85490794,127.12075741,2024-10-28,1803.0,34010,충청남도 천안시,천안BIS
CAB285001804,직산대림아파트,36.85982794,127.12076741,2024-10-28,1804.0,34010,충청남도 천안시,천안BIS
CAB285001805,4공단,36.865697,127.117503,2024-10-28,1805.0,34010,충청남도 천안시,천안BIS
CAB285001806,4공단,36.86538,127.117814,2024-10-28,1806.0,34010,충청남도 천안시,천안BIS
CAB285001808,부영아파트,36.7623164,127.1733645,2024-10-28,1808.0,34010,충청남도 천안시,천안BIS
CAB285001809,매성보건진료소,36.81050633,127.3187424,2024-10-28,1809.0,34010,충청남도 천안시,천안BIS
CAB285001810,매성보건진료소,36.81054958,127.31845271,2024-10-28,1810.0,34010,충청남도 천안시,천안BIS
CAB285001811,청수초등학교,36.78814704,127.15156553,2024-10-28,1811.0,34010,충청남도 천안시,천안BIS
CAB285001812,청수극동2차아파트,36.79006453,127.15479495,2024-10-28,1812.0,34010,충청남도 천안시,천안BIS
CAB285001813,공립지역아동센터,36.79575872,127.1581978,2024-10-28,1813.0,34010,충청남도 천안시,천안BIS
CAB285001814,청수현대아파트,36.79791216,127.15451184,2024-10-28,1814.0,34010,충청남도 천안시,천안BIS
CAB285001815,삼일육아원,36.79892364,127.1261109,2024-10-28,1815.0,34010,충청남도 천안시,천안BIS
CAB285001816,신당동코아루아파트,36.85295498,127.15978564,2024-10-28,1816.0,34010,충청남도 천안시,천안BIS
CAB285001817,신당동,36.85465098,127.16025652,2024-10-28,1817.0,34010,충청남도 천안시,천안BIS
CAB285001818,율금2리,36.9035887,127.1073443,2024-10-28,1818.0,34010,충청남도 천안시,천안BIS
CAB285001819,율금2리,36.90351253,127.10734991,2024-10-28,1819.0,34010,충청남도 천안시,천안BIS
CAB285001820,성거모전2리,36.91249194,127.20331944,2024-10-28,1820.0,34010,충청남도 천안시,천안BIS
CAB285001821,입장신두리(율목),36.91264246,127.20320475,2024-10-28,1821.0,34010,충청남도 천안시,천안BIS
CAB285001822,신덕3리,36.91265926,127.20710936,2024-10-28,1822.0,34010,충청남도 천안시,천안BIS
CAB285001823,신두2리,36.91275634,127.2064536,2024-10-28,1823.0,34010,충청남도 천안시,천안BIS
CAB285001824,입장사거리,36.915058,127.2216459,2024-10-28,1824.0,34010,충청남도 천안시,천안BIS
CAB285001825,입장사거리,36.9150219,127.2220188,2024-10-28,1825.0,34010,충청남도 천안시,천안BIS
CAB285001826,입장회차지,36.9148108,127.22930386,2024-10-28,1826.0,34010,충청남도 천안시,천안BIS
CAB285001827,입장(회차지),36.91496075,127.22940993,2024-10-28,1827.0,34010,충청남도 천안시,천안BIS
CAB285001828,홍천리입구,36.90806129,127.22678741,2024-10-28,1828.0,34010,충청남도 천안시,천안BIS
CAB285001829,홍천리입구,36.907955,127.226717,2024-10-28,1829.0,34010,충청남도 천안시,천안BIS
CAB285001830,시장2리,36.9039768,127.2229636,2024-10-28,1830.0,34010,충청남도 천안시,천안BIS
CAB285001831,시장2리,36.9032289,127.2215497,2024-10-28,1831.0,34010,충청남도 천안시,천안BIS
CAB285001888,삼태1리,36.74933674,127.09623919,2024-10-28,1888.0,34010,충청남도 천안시,천안BIS
CAB285001891,중앙소방학교 후문,36.81857538,127.1857192,2024-10-28,1891.0,34010,충청남도 천안시,천안BIS
CAB285001892,중앙소방학교 후문,36.81806794,127.18544074,2024-10-28,1892.0,34010,충청남도 천안시,천안BIS
CAB285001893,동아제약,36.84062484,127.11261764,2024-10-28,1893.0,34010,충청남도 천안시,천안BIS
CAB285001894,동아제약,36.84046576,127.1125003,2024-10-28,1894.0,34010,충청남도 천안시,천안BIS
CAB285001895,신당동,36.86462295,127.15015408,2024-10-28,1895.0,34010,충청남도 천안시,천안BIS
CAB285001896,신당동,36.864491,127.149968,2024-10-28,1896.0,34010,충청남도 천안시,천안BIS
CAB285001897,국학원,36.79150034,127.19227824,2024-10-28,1897.0,34010,충청남도 천안시,천안BIS
CAB285001898,국학원,36.79178964,127.19210408,2024-10-28,1898.0,34010,충청남도 천안시,천안BIS
CAB285001899,TMC(주),36.9428013,127.19605074,2024-10-28,1899.0,34010,충청남도 천안시,천안BIS
CAB285000693,교보사거리,36.80552772,127.15867045,2024-10-28,693.0,34010,충청남도 천안시,천안BIS
CAB285000694,천안중학교,36.81130964,127.15826742,2024-10-28,694.0,34010,충청남도 천안시,천안BIS
CAB285000695,교보사거리,36.80472992,127.15894391,2024-10-28,695.0,34010,충청남도 천안시,천안BIS
CAB285000696,원성극동아파트,36.80285964,127.15890741,2024-10-28,696.0,34010,충청남도 천안시,천안BIS
CAB285000697,천안여중입구,36.80049222,127.15900156,2024-10-28,697.0,34010,충청남도 천안시,천안BIS
CAB285000698,원성극동아파트,36.80257013,127.15908131,2024-10-28,698.0,34010,충청남도 천안시,천안BIS
CAB285000699,원동교,36.8064396,127.16009075,2024-10-28,699.0,34010,충청남도 천안시,천안BIS
CAB285000700,원동교,36.80628878,127.16057229,2024-10-28,700.0,34010,충청남도 천안시,천안BIS
CAB285000701,남부오거리,36.7985139,127.1516921,2024-10-28,701.0,34010,충청남도 천안시,천안BIS
CAB285000702,남부오거리,36.7982139,127.1517372,2024-10-28,702.0,34010,충청남도 천안시,천안BIS
CAB285000703,천안제일고등학교,36.80617754,127.15426986,2024-10-28,703.0,34010,충청남도 천안시,천안BIS
CAB285000704,천안제일고등학교,36.80639796,127.15522408,2024-10-28,704.0,34010,충청남도 천안시,천안BIS
CAB285000705,버들로,36.80621995,127.1564693,2024-10-28,705.0,34010,충청남도 천안시,천안BIS
CAB285000706,나은필병원(대림한숲아파트),36.819457,127.159662,2024-10-28,706.0,34010,충청남도 천안시,천안BIS
CAB285000707,대림한숲아파트,36.81993963,127.15977408,2024-10-28,707.0,34010,충청남도 천안시,천안BIS
CAB285000708,포레나신부 대림한내,36.82490299,127.15725574,2024-10-28,708.0,34010,충청남도 천안시,천안BIS
CAB285000709,대림한내 포레나신부,36.82465294,127.15713574,2024-10-28,709.0,34010,충청남도 천안시,천안BIS
CAB285000710,진천경찰서,36.8556532,127.4450339,2024-10-28,710.0,34010,충청남도 천안시,천안BIS
CAB285000725,지암2리,36.8276797,127.3993591,2024-10-28,725.0,34010,충청남도 천안시,천안BIS
CAB285000727,보탑사삼거리,36.8283606,127.3945699,2024-10-28,727.0,34010,충청남도 천안시,천안BIS
CAB285000730,덕성2리,36.80430193,127.37216279,2024-10-28,730.0,34010,충청남도 천안시,천안BIS
CAB285000731,덕성2리,36.80298558,127.37209651,2024-10-28,731.0,34010,충청남도 천안시,천안BIS
CAB285000732,동산3리,36.79203732,127.36867779,2024-10-28,732.0,34010,충청남도 천안시,천안BIS
CAB285000733,동산3리죽계2리,36.7918436,127.3681444,2024-10-28,733.0,34010,충청남도 천안시,천안BIS
CAB285000734,천안여자고등학교,36.77950419,127.1650802,2024-10-28,734.0,34010,충청남도 천안시,천안BIS
CAB285000735,천안여자고등학교,36.78047633,127.16549074,2024-10-28,735.0,34010,충청남도 천안시,천안BIS
CAB285000736,원삼거리,36.78284,127.165509,2024-10-28,736.0,34010,충청남도 천안시,천안BIS
CAB285000737,천안동중학교,36.78786298,127.16568907,2024-10-28,737.0,34010,충청남도 천안시,천안BIS
CAB285000738,천안동중학교,36.78778703,127.16601147,2024-10-28,738.0,34010,충청남도 천안시,천안BIS
CAB285000739,천안삼거리공원,36.7842081,127.16912224,2024-10-28,739.0,34010,충청남도 천안시,천안BIS
CAB285000740,천안삼거리공원,36.78402463,127.1697274,2024-10-28,740.0,34010,충청남도 천안시,천안BIS
CAB285000741,삼룡동새마을회관,36.7804555,127.1735565,2024-10-28,741.0,34010,충청남도 천안시,천안BIS
CAB285000742,삼룡동새마을회관,36.78093295,127.1733924,2024-10-28,742.0,34010,충청남도 천안시,천안BIS
CAB285000743,"천안의료원,고려신학대학원",36.776238,127.1777027,2024-10-28,743.0,34010,충청남도 천안시,천안BIS
CAB285000744,천안삼거리장례식장,36.77312583,127.1793202,2024-10-28,744.0,34010,충청남도 천안시,천안BIS
CAB285000745,천안삼거리장례식장,36.77375795,127.17937407,2024-10-28,745.0,34010,충청남도 천안시,천안BIS
CAB285000746,"천안의료원,고려신학대학원",36.7759539,127.1783259,2024-10-28,746.0,34010,충청남도 천안시,천안BIS
