정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
CAB285000222,신흥1리,36.69643568,127.10236358,2024-10-28,222.0,34010,충청남도 천안시,천안BIS
CAB285000223,광덕면행정복지센터,36.70137727,127.11215425,2024-10-28,223.0,34010,충청남도 천안시,천안BIS
CAB285000228,대평1리(대평원),36.68497297,127.15745574,2024-10-28,228.0,34010,충청남도 천안시,천안BIS
CAB285000229,대평2리,36.67414575,127.14595492,2024-10-28,229.0,34010,충청남도 천안시,천안BIS
CAB285000230,대평2리,36.6704363,127.13934574,2024-10-28,230.0,34010,충청남도 천안시,천안BIS
CAB285000231,원덕1리(원터),36.66029244,127.14009829,2024-10-28,231.0,34010,충청남도 천안시,천안BIS
CAB285000232,원덕2리,36.65670669,127.13503338,2024-10-28,232.0,34010,충청남도 천안시,천안BIS
CAB285000233,원덕2리(밤나무골),36.6607495,127.1245697,2024-10-28,233.0,34010,충청남도 천안시,천안BIS
CAB285000235,사현2리,36.6334671,127.1235332,2024-10-28,235.0,34010,충청남도 천안시,천안BIS
CAB285000237,광정,36.6121017,127.1218446,2024-10-28,237.0,34010,충청남도 천안시,천안BIS
CAB285000255,풍서4리(호정),36.7210427,127.1323973,2024-10-28,255.0,34010,충청남도 천안시,천안BIS
CAB285000266,소정리,36.7247114,127.1579946,2024-10-28,266.0,34010,충청남도 천안시,천안BIS
CAB285000270,소사리,36.73509962,127.17180741,2024-10-28,270.0,34010,충청남도 천안시,천안BIS
CAB285000271,영흥산업,36.73791311,127.17219813,2024-10-28,271.0,34010,충청남도 천안시,천안BIS
CAB285000272,영흥산업,36.73805241,127.1719707,2024-10-28,272.0,34010,충청남도 천안시,천안BIS
CAB285000273,대우자동차앞,36.7447854,127.16367215,2024-10-28,273.0,34010,충청남도 천안시,천안BIS
CAB285000274,미죽2리마을회관,36.74353242,127.15883165,2024-10-28,274.0,34010,충청남도 천안시,천안BIS
CAB285000275,미죽리,36.7386907,127.1515135,2024-10-28,275.0,34010,충청남도 천안시,천안BIS
CAB285000276,대우자동차앞,36.7448411,127.16437343,2024-10-28,276.0,34010,충청남도 천안시,천안BIS
CAB285000277,도장3리,36.75107588,127.1874264,2024-10-28,277.0,34010,충청남도 천안시,천안BIS
CAB285000278,도장리,36.7470746,127.1798119,2024-10-28,278.0,34010,충청남도 천안시,천안BIS
CAB285000279,도장리,36.74560129,127.17070741,2024-10-28,279.0,34010,충청남도 천안시,천안BIS
CAB285000280,삼성리,36.7536301,127.17124127,2024-10-28,280.0,34010,충청남도 천안시,천안BIS
CAB285000281,삼성리,36.75471466,127.17098241,2024-10-28,281.0,34010,충청남도 천안시,천안BIS
CAB285000282,삼성1리,36.75852631,127.17140574,2024-10-28,282.0,34010,충청남도 천안시,천안BIS
CAB285000283,도리티고개,36.76701127,127.16644741,2024-10-28,283.0,34010,충청남도 천안시,천안BIS
CAB285000284,선문대(천안),36.7730421,127.1646065,2024-10-28,284.0,34010,충청남도 천안시,천안BIS
CAB285000285,선문대(천안),36.77294961,127.16492241,2024-10-28,285.0,34010,충청남도 천안시,천안BIS
CAB285000287,백석농공단지입구,36.82297966,127.10901458,2024-10-28,287.0,34010,충청남도 천안시,천안BIS
CAB285000293,스마일시티,36.84065184,127.10151844,2024-10-28,293.0,34010,충청남도 천안시,천안BIS
CAB285000295,마정교회,36.8793451,127.0995104,2024-10-28,295.0,34010,충청남도 천안시,천안BIS
CAB285000296,마정리,36.86866501,127.10062841,2024-10-28,296.0,34010,충청남도 천안시,천안BIS
CAB285000297,마정리,36.8683375,127.10065186,2024-10-28,297.0,34010,충청남도 천안시,천안BIS
CAB285000298,마정공단,36.86413633,127.10384241,2024-10-28,298.0,34010,충청남도 천안시,천안BIS
CAB285000299,마정공단,36.86392598,127.10376114,2024-10-28,299.0,34010,충청남도 천안시,천안BIS
CAB285000300,코리아웨코스다㈜,36.86074688,127.10488644,2024-10-28,300.0,34010,충청남도 천안시,천안BIS
CAB285000301,신갈리(갈미),36.8578313,127.1091075,2024-10-28,301.0,34010,충청남도 천안시,천안BIS
CAB285000302,차암1통,36.85236462,127.11538241,2024-10-28,302.0,34010,충청남도 천안시,천안BIS
CAB285000303,동보아파트,36.87002016,127.11861873,2024-10-28,303.0,34010,충청남도 천안시,천안BIS
CAB285000304,동보아파트,36.870149,127.1188722,2024-10-28,304.0,34010,충청남도 천안시,천안BIS
CAB285000305,우성8차아파트,36.8697105,127.1255502,2024-10-28,305.0,34010,충청남도 천안시,천안BIS
CAB285000306,상덕리,36.8825046,127.12353074,2024-10-28,306.0,34010,충청남도 천안시,천안BIS
CAB285000307,상덕리,36.8904538,127.12475356,2024-10-28,307.0,34010,충청남도 천안시,천안BIS
CAB285000308,상덕2리,36.8917513,127.12734407,2024-10-28,308.0,34010,충청남도 천안시,천안BIS
CAB285000309,상덕2리,36.89163819,127.12743498,2024-10-28,309.0,34010,충청남도 천안시,천안BIS
CAB285001300,삼성1리,36.75842465,127.17164907,2024-10-28,1300.0,34010,충청남도 천안시,천안BIS
CAB285001301,도리티고개,36.7658773,127.1669045,2024-10-28,1301.0,34010,충청남도 천안시,천안BIS
CAB285001305,구룡1통입구,36.7670585,127.1552598,2024-10-28,1305.0,34010,충청남도 천안시,천안BIS
CAB285001306,구룡1통입구,36.7668964,127.1553445,2024-10-28,1306.0,34010,충청남도 천안시,천안BIS
CAB285001312,도장리복지관,36.7466694,127.1766379,2024-10-28,1312.0,34010,충청남도 천안시,천안BIS
CAB285001313,도장리복지관,36.7468403,127.176486,2024-10-28,1313.0,34010,충청남도 천안시,천안BIS
CAB285001314,명덕리종점,36.8224656,127.2549151,2024-10-28,1314.0,34010,충청남도 천안시,천안BIS
CAB285001315,명덕리,36.8236277,127.265214,2024-10-28,1315.0,34010,충청남도 천안시,천안BIS
CAB285001316,명덕리,36.8237225,127.2652922,2024-10-28,1316.0,34010,충청남도 천안시,천안BIS
CAB285001317,오곡리,36.82483609,127.2757845,2024-10-28,1317.0,34010,충청남도 천안시,천안BIS
CAB285001318,오곡리,36.8249984,127.275747,2024-10-28,1318.0,34010,충청남도 천안시,천안BIS
CAB285001319,오곡리(종점),36.824962,127.283918,2024-10-28,1319.0,34010,충청남도 천안시,천안BIS
CAB285001320,요방1리,36.8517011,127.1768478,2024-10-28,1320.0,34010,충청남도 천안시,천안BIS
CAB285001321,요방1리,36.8516075,127.1769132,2024-10-28,1321.0,34010,충청남도 천안시,천안BIS
CAB285001322,망향휴게소,36.8558857,127.1805242,2024-10-28,1322.0,34010,충청남도 천안시,천안BIS
CAB285001323,망향휴게소,36.8563546,127.1805952,2024-10-28,1323.0,34010,충청남도 천안시,천안BIS
CAB285001324,석교1리,36.8608939,127.1841101,2024-10-28,1324.0,34010,충청남도 천안시,천안BIS
CAB285001325,석교1리,36.8608491,127.1842337,2024-10-28,1325.0,34010,충청남도 천안시,천안BIS
CAB285001326,문덕2리,36.866376,127.1845812,2024-10-28,1326.0,34010,충청남도 천안시,천안BIS
CAB285001327,문덕2리,36.8663809,127.1847382,2024-10-28,1327.0,34010,충청남도 천안시,천안BIS
CAB285001328,문덕1리,36.8742204,127.1869221,2024-10-28,1328.0,34010,충청남도 천안시,천안BIS
CAB285001329,문덕1리,36.8743373,127.1868374,2024-10-28,1329.0,34010,충청남도 천안시,천안BIS
CAB285001330,성거읍행정복지센터,36.87723962,127.19845074,2024-10-28,1330.0,34010,충청남도 천안시,천안BIS
CAB285001331,성거읍행정복지센터,36.8774235,127.1985058,2024-10-28,1331.0,34010,충청남도 천안시,천안BIS
CAB285001332,성거 SKC,36.87649118,127.20112532,2024-10-28,1332.0,34010,충청남도 천안시,천안BIS
CAB285001333,천흥리(종점),36.87321641,127.21061425,2024-10-28,1333.0,34010,충청남도 천안시,천안BIS
CAB285001335,충청연수원 입구,36.87891961,127.17485908,2024-10-28,1335.0,34010,충청남도 천안시,천안BIS
CAB285001336,남산1리,36.8876529,127.1757929,2024-10-28,1336.0,34010,충청남도 천안시,천안BIS
CAB285001337,남산1리,36.8876211,127.1757033,2024-10-28,1337.0,34010,충청남도 천안시,천안BIS
CAB285001338,정촌리,36.8917588,127.1857809,2024-10-28,1338.0,34010,충청남도 천안시,천안BIS
CAB285001339,정촌리,36.89171138,127.18587001,2024-10-28,1339.0,34010,충청남도 천안시,천안BIS
CAB285001340,삼곡리종점,36.9004556,127.1876489,2024-10-28,1340.0,34010,충청남도 천안시,천안BIS
CAB285001341,삼곡리종점,36.9005085,127.1875364,2024-10-28,1341.0,34010,충청남도 천안시,천안BIS
CAB285001342,충청연수원 입구,36.87869963,127.17400574,2024-10-28,1342.0,34010,충청남도 천안시,천안BIS
CAB285001348,남산리 대덕가스,36.89277796,127.16311242,2024-10-28,1348.0,34010,충청남도 천안시,천안BIS
CAB285001350,충남테크노파크,36.886999,127.157575,2024-10-28,1350.0,34010,충청남도 천안시,천안BIS
CAB285001351,충남테크노파크,36.8876778,127.1582993,2024-10-28,1351.0,34010,충청남도 천안시,천안BIS
CAB285001352,군서2리,36.8977867,127.1649583,2024-10-28,1352.0,34010,충청남도 천안시,천안BIS
CAB285001353,군서2리,36.8977053,127.1648576,2024-10-28,1353.0,34010,충청남도 천안시,천안BIS
CAB285001354,군동2리,36.9004204,127.1638636,2024-10-28,1354.0,34010,충청남도 천안시,천안BIS
CAB285001355,군동2리,36.9003615,127.1637572,2024-10-28,1355.0,34010,충청남도 천안시,천안BIS
CAB285001356,매주3리,36.9088166,127.1210541,2024-10-28,1356.0,34010,충청남도 천안시,천안BIS
CAB285001357,매주3리,36.90896889,127.12097936,2024-10-28,1357.0,34010,충청남도 천안시,천안BIS
CAB285001358,이화아파트,36.9035028,127.10908898,2024-10-28,1358.0,34010,충청남도 천안시,천안BIS
CAB285001359,이화아파트,36.90366295,127.10914241,2024-10-28,1359.0,34010,충청남도 천안시,천안BIS
CAB285001360,두진아파트,36.90549174,127.10127706,2024-10-28,1360.0,34010,충청남도 천안시,천안BIS
CAB285001361,대영한아름아파트,36.9044669,127.1126042,2024-10-28,1361.0,34010,충청남도 천안시,천안BIS
CAB285001362,대영한아름아파트,36.90438228,127.11278112,2024-10-28,1362.0,34010,충청남도 천안시,천안BIS
CAB285001363,왕림리,36.91604744,127.10286594,2024-10-28,1363.0,34010,충청남도 천안시,천안BIS
CAB285001364,왕림리,36.91594399,127.10301219,2024-10-28,1364.0,34010,충청남도 천안시,천안BIS
CAB285001365,왕림리(종점),36.9144512,127.0973567,2024-10-28,1365.0,34010,충청남도 천안시,천안BIS
CAB285001366,왕림2리(각금),36.9259803,127.1028752,2024-10-28,1366.0,34010,충청남도 천안시,천안BIS
CAB285001367,왕림2리(각금),36.92586554,127.10288138,2024-10-28,1367.0,34010,충청남도 천안시,천안BIS
CAB285001368,왕림3리,36.9286817,127.08862187,2024-10-28,1368.0,34010,충청남도 천안시,천안BIS
CAB285001369,왕림3리,36.92848652,127.08857525,2024-10-28,1369.0,34010,충청남도 천안시,천안BIS
CAB285001370,신방초등학교,36.9283766,127.08577283,2024-10-28,1370.0,34010,충청남도 천안시,천안BIS
CAB285001371,신방초등학교,36.9284345,127.0858538,2024-10-28,1371.0,34010,충청남도 천안시,천안BIS
CAB285001372,신방1리,36.9312728,127.0803419,2024-10-28,1372.0,34010,충청남도 천안시,천안BIS
CAB285001373,신방리(종점),36.9343674,127.08171593,2024-10-28,1373.0,34010,충청남도 천안시,천안BIS
CAB285001374,신방1리,36.9311334,127.0804325,2024-10-28,1374.0,34010,충청남도 천안시,천안BIS
CAB285001375,왕림2리,36.927665,127.0953627,2024-10-28,1375.0,34010,충청남도 천안시,천안BIS
CAB285001376,왕림2리,36.92747398,127.09534156,2024-10-28,1376.0,34010,충청남도 천안시,천안BIS
CAB285001378,성환고등학교,36.92419198,127.11746936,2024-10-28,1378.0,34010,충청남도 천안시,천안BIS
CAB285001379,성환고등학교,36.9243203,127.1175642,2024-10-28,1379.0,34010,충청남도 천안시,천안BIS
CAB285001380,대홍저수지,36.9388217,127.1496587,2024-10-28,1380.0,34010,충청남도 천안시,천안BIS
CAB285001381,수향리,36.9392027,127.1535538,2024-10-28,1381.0,34010,충청남도 천안시,천안BIS
CAB285001382,수향리,36.9394734,127.1536256,2024-10-28,1382.0,34010,충청남도 천안시,천안BIS
CAB285001383,가산리 입구,36.95126579,127.1717953,2024-10-28,1383.0,34010,충청남도 천안시,천안BIS
CAB285001384,가산리 입구,36.9513799,127.1717705,2024-10-28,1384.0,34010,충청남도 천안시,천안BIS
CAB285001386,청호4차아파트,36.87510532,127.13841197,2024-10-28,1386.0,34010,충청남도 천안시,천안BIS
CAB285001387,부송2리,36.87663099,127.1305352,2024-10-28,1387.0,34010,충청남도 천안시,천안BIS
CAB285001388,부송2리,36.87651741,127.13030396,2024-10-28,1388.0,34010,충청남도 천안시,천안BIS
CAB285001389,청솔아파트,36.87723947,127.12857429,2024-10-28,1389.0,34010,충청남도 천안시,천안BIS
CAB285000310,직산부영아파트,36.89329797,127.13716574,2024-10-28,310.0,34010,충청남도 천안시,천안BIS
CAB285000311,직산부영아파트,36.89320774,127.13760676,2024-10-28,311.0,34010,충청남도 천안시,천안BIS
CAB285000312,거리막,36.88611795,127.14275908,2024-10-28,312.0,34010,충청남도 천안시,천안BIS
CAB285000313,삼은6리,36.88494247,127.14318345,2024-10-28,313.0,34010,충청남도 천안시,천안BIS
CAB285000314,삼은리,36.87644298,127.14554573,2024-10-28,314.0,34010,충청남도 천안시,천안BIS
CAB285000315,자은가리,36.87922466,127.12423574,2024-10-28,315.0,34010,충청남도 천안시,천안BIS
CAB285000316,응원리,36.7683294,127.1851267,2024-10-28,316.0,34010,충청남도 천안시,천안BIS
CAB285000317,응원리,36.76846963,127.18521075,2024-10-28,317.0,34010,충청남도 천안시,천안BIS
CAB285000318,세광엔리치빌,36.76821627,127.18905574,2024-10-28,318.0,34010,충청남도 천안시,천안BIS
CAB285000319,세광엔리치빌,36.76802961,127.18923408,2024-10-28,319.0,34010,충청남도 천안시,천안BIS
CAB285000320,동우아파트입구,36.76803794,127.19756908,2024-10-28,320.0,34010,충청남도 천안시,천안BIS
CAB285000321,동우아파트입구,36.76786054,127.19769092,2024-10-28,321.0,34010,충청남도 천안시,천안BIS
CAB285000322,동우아파트,36.77097152,127.19509356,2024-10-28,322.0,34010,충청남도 천안시,천안BIS
CAB285000323,신계초등학교,36.76964628,127.2022774,2024-10-28,323.0,34010,충청남도 천안시,천안BIS
CAB285000324,신계초등학교,36.76955151,127.20259648,2024-10-28,324.0,34010,충청남도 천안시,천안BIS
CAB285000325,교천리(돌마루),36.77697069,127.19853022,2024-10-28,325.0,34010,충청남도 천안시,천안BIS
CAB285000326,지산2리,36.79548943,127.1940977,2024-10-28,326.0,34010,충청남도 천안시,천안BIS
CAB285000327,지산1리,36.78696627,127.19500575,2024-10-28,327.0,34010,충청남도 천안시,천안BIS
CAB285000328,승천삼거리,36.76992462,127.20600908,2024-10-28,328.0,34010,충청남도 천안시,천안BIS
CAB285000330,천안정미소앞,36.76623889,127.21051502,2024-10-28,330.0,34010,충청남도 천안시,천안BIS
CAB285000331,천정2리,36.7615138,127.2131041,2024-10-28,331.0,34010,충청남도 천안시,천안BIS
CAB285000333,용원2리(용산),36.75243755,127.21706689,2024-10-28,333.0,34010,충청남도 천안시,천안BIS
CAB285000334,용원1리,36.74771231,127.21792497,2024-10-28,334.0,34010,충청남도 천안시,천안BIS
CAB285000336,복지회관,36.74259011,127.23334869,2024-10-28,336.0,34010,충청남도 천안시,천안BIS
CAB285000337,성남행정복지센터,36.74264629,127.23584407,2024-10-28,337.0,34010,충청남도 천안시,천안BIS
CAB285000338,성남우체국,36.74125323,127.2383785,2024-10-28,338.0,34010,충청남도 천안시,천안BIS
CAB285000339,신사1리,36.74022294,127.24184241,2024-10-28,339.0,34010,충청남도 천안시,천안BIS
CAB285000340,대흥리,36.735561,127.237794,2024-10-28,340.0,34010,충청남도 천안시,천안BIS
CAB285000341,대정리(목골저수지),36.72952628,127.21401074,2024-10-28,341.0,34010,충청남도 천안시,천안BIS
CAB285000343,석곡리,36.74107893,127.22246044,2024-10-28,343.0,34010,충청남도 천안시,천안BIS
CAB285000344,석곡2리,36.73882623,127.22816449,2024-10-28,344.0,34010,충청남도 천안시,천안BIS
CAB285000345,용원1리,36.7471417,127.2139227,2024-10-28,345.0,34010,충청남도 천안시,천안BIS
CAB285000346,"용원3리(노원,석현)",36.7517499,127.2093809,2024-10-28,346.0,34010,충청남도 천안시,천안BIS
CAB285000347,천정1리(한천),36.7643008,127.2085212,2024-10-28,347.0,34010,충청남도 천안시,천안BIS
CAB285000348,농업기술센터,36.77229461,127.20793651,2024-10-28,348.0,34010,충청남도 천안시,천안BIS
CAB285000349,이수프라임아파트,36.77292011,127.2093196,2024-10-28,349.0,34010,충청남도 천안시,천안BIS
CAB285000350,신도브래뉴2차아파트,36.77458129,127.21137908,2024-10-28,350.0,34010,충청남도 천안시,천안BIS
CAB285000351,신도2차아파트,36.77435193,127.21147329,2024-10-28,351.0,34010,충청남도 천안시,천안BIS
CAB285000352,신도브래뉴1차아파트,36.77616048,127.21641466,2024-10-28,352.0,34010,충청남도 천안시,천안BIS
CAB285000353,신도브래뉴1차 아파트,36.7759193,127.2172371,2024-10-28,353.0,34010,충청남도 천안시,천안BIS
CAB285000356,연합초원아파트,36.77067294,127.23063408,2024-10-28,356.0,34010,충청남도 천안시,천안BIS
CAB285000357,목천IC,36.77005464,127.23150073,2024-10-28,357.0,34010,충청남도 천안시,천안BIS
CAB285000358,연춘리,36.77006964,127.25069408,2024-10-28,358.0,34010,충청남도 천안시,천안BIS
CAB285000359,연춘리,36.7697706,127.2512138,2024-10-28,359.0,34010,충청남도 천안시,천안BIS
CAB285000360,상동리,36.770223,127.2603872,2024-10-28,360.0,34010,충청남도 천안시,천안BIS
CAB285000361,상동2리,36.770277,127.2634809,2024-10-28,361.0,34010,충청남도 천안시,천안BIS
CAB285000363,화성3리,36.75490422,127.26420355,2024-10-28,363.0,34010,충청남도 천안시,천안BIS
CAB285000364,화성3리,36.7524873,127.2658141,2024-10-28,364.0,34010,충청남도 천안시,천안BIS
CAB285000365,화성1리,36.75042619,127.2629588,2024-10-28,365.0,34010,충청남도 천안시,천안BIS
CAB285000366,화성2리(공달원),36.75066036,127.25986022,2024-10-28,366.0,34010,충청남도 천안시,천안BIS
CAB285000367,화성2리,36.74941194,127.2571202,2024-10-28,367.0,34010,충청남도 천안시,천안BIS
CAB285000368,화성2리,36.74950798,127.25700907,2024-10-28,368.0,34010,충청남도 천안시,천안BIS
CAB285000369,화성2리,36.74733858,127.25237821,2024-10-28,369.0,34010,충청남도 천안시,천안BIS
CAB285000370,대화1리(대초),36.73798295,127.24731741,2024-10-28,370.0,34010,충청남도 천안시,천안BIS
CAB285000371,대화리,36.73484368,127.25278188,2024-10-28,371.0,34010,충청남도 천안시,천안BIS
CAB285000372,천남중학교,36.7308549,127.2587703,2024-10-28,372.0,34010,충청남도 천안시,천안BIS
CAB285000373,천남중학교,36.73086295,127.25908575,2024-10-28,373.0,34010,충청남도 천안시,천안BIS
CAB285000374,봉양리입구,36.7271063,127.26164574,2024-10-28,374.0,34010,충청남도 천안시,천안BIS
CAB285000375,봉양1리,36.70106447,127.26133919,2024-10-28,375.0,34010,충청남도 천안시,천안BIS
CAB285000376,봉양2리,36.7195263,127.25466075,2024-10-28,376.0,34010,충청남도 천안시,천안BIS
CAB285000377,신덕1리,36.72051544,127.24582091,2024-10-28,377.0,34010,충청남도 천안시,천안BIS
CAB285000378,신덕3리,36.720686,127.2341506,2024-10-28,378.0,34010,충청남도 천안시,천안BIS
CAB285000379,신풍3리(신암),36.72772881,127.26502742,2024-10-28,379.0,34010,충청남도 천안시,천안BIS
CAB285000380,신풍2리,36.72890159,127.27036591,2024-10-28,380.0,34010,충청남도 천안시,천안BIS
CAB285000381,해정2리(대해),36.7284135,127.2733594,2024-10-28,381.0,34010,충청남도 천안시,천안BIS
CAB285000382,신풍1리(감절),36.7393926,127.2719427,2024-10-28,382.0,34010,충청남도 천안시,천안BIS
CAB285000383,해정1리,36.71976377,127.2774227,2024-10-28,383.0,34010,충청남도 천안시,천안BIS
CAB285000385,백자4리,36.70505964,127.27375408,2024-10-28,385.0,34010,충청남도 천안시,천안BIS
CAB285000386,백자3리,36.70223295,127.27606074,2024-10-28,386.0,34010,충청남도 천안시,천안BIS
CAB285000387,백자2리(한버들),36.7084016,127.2739444,2024-10-28,387.0,34010,충청남도 천안시,천안BIS
CAB285001390,청솔아파트,36.8771969,127.1283693,2024-10-28,1390.0,34010,충청남도 천안시,천안BIS
CAB285001393,양당초등학교,36.8778406,127.1153499,2024-10-28,1393.0,34010,충청남도 천안시,천안BIS
CAB285001394,양당초등학교,36.8778905,127.1154675,2024-10-28,1394.0,34010,충청남도 천안시,천안BIS
CAB285001395,양당초교입구,36.8780604,127.1206395,2024-10-28,1395.0,34010,충청남도 천안시,천안BIS
CAB285001396,양당초교입구,36.87805645,127.12081151,2024-10-28,1396.0,34010,충청남도 천안시,천안BIS
CAB285001397,홍익주유소,36.88038961,127.12244574,2024-10-28,1397.0,34010,충청남도 천안시,천안BIS
CAB285001398,유원빌라,36.87522013,127.13473114,2024-10-28,1398.0,34010,충청남도 천안시,천안BIS
CAB285001399,유원빌라,36.87513899,127.1343174,2024-10-28,1399.0,34010,충청남도 천안시,천안BIS
CAB285001400,소우리,36.8699882,127.1713011,2024-10-28,1400.0,34010,충청남도 천안시,천안BIS
CAB285001401,신월저수지,36.87209461,127.16070741,2024-10-28,1401.0,34010,충청남도 천안시,천안BIS
CAB285001402,업성동입구,36.85948462,127.14257741,2024-10-28,1402.0,34010,충청남도 천안시,천안BIS
CAB285001403,업성4통,36.8660071,127.1301154,2024-10-28,1403.0,34010,충청남도 천안시,천안BIS
CAB285001405,밤개울,36.84159282,127.09789311,2024-10-28,1405.0,34010,충청남도 천안시,천안BIS
CAB285001406,밤개울,36.8412534,127.09748867,2024-10-28,1406.0,34010,충청남도 천안시,천안BIS
CAB285001412,휴대리배방농협,36.78079237,127.11351521,2024-10-28,1412.0,34010,충청남도 천안시,천안BIS
CAB285001413,휴대2리,36.7778755,127.1073421,2024-10-28,1413.0,34010,충청남도 천안시,천안BIS
CAB285001422,구룡2통,36.7665616,127.1382016,2024-10-28,1422.0,34010,충청남도 천안시,천안BIS
CAB285001424,대덕1리,36.6954397,127.0919768,2024-10-28,1424.0,34010,충청남도 천안시,천안BIS
CAB285001425,지장2리,36.67912466,127.07680408,2024-10-28,1425.0,34010,충청남도 천안시,천안BIS
CAB285001426,지장2리,36.6730431,127.0729321,2024-10-28,1426.0,34010,충청남도 천안시,천안BIS
CAB285001427,지장2리,36.67297315,127.07320611,2024-10-28,1427.0,34010,충청남도 천안시,천안BIS
CAB285001428,보산원4리,36.68858291,127.08535114,2024-10-28,1428.0,34010,충청남도 천안시,천안BIS
CAB285001429,전의읍내리(종점),36.6790322,127.208466,2024-10-28,1429.0,34010,충청남도 천안시,천안BIS
CAB285001433,미죽1리,36.7398706,127.1536038,2024-10-28,1433.0,34010,충청남도 천안시,천안BIS
CAB285001434,미죽1리,36.7396329,127.1537046,2024-10-28,1434.0,34010,충청남도 천안시,천안BIS
CAB285001435,목골,36.7394661,127.2217246,2024-10-28,1435.0,34010,충청남도 천안시,천안BIS
CAB285001436,목골,36.7394213,127.2218592,2024-10-28,1436.0,34010,충청남도 천안시,천안BIS
CAB285001437,대흥리,36.72846246,127.22858091,2024-10-28,1437.0,34010,충청남도 천안시,천안BIS
CAB285001439,수신삼거리,36.729426,127.2796953,2024-10-28,1439.0,34010,충청남도 천안시,천안BIS
CAB285001440,수신삼거리,36.7293109,127.2798625,2024-10-28,1440.0,34010,충청남도 천안시,천안BIS
CAB285001441,수신면,36.7313817,127.2873424,2024-10-28,1441.0,34010,충청남도 천안시,천안BIS
CAB285001442,수신면,36.73129395,127.28719562,2024-10-28,1442.0,34010,충청남도 천안시,천안BIS
CAB285001444,장송1리,36.7850679,127.3754241,2024-10-28,1444.0,34010,충청남도 천안시,천안BIS
CAB285001445,바타니(종점),36.81459451,127.36395731,2024-10-28,1445.0,34010,충청남도 천안시,천안BIS
CAB285001446,의관동,36.8173705,127.315817,2024-10-28,1446.0,34010,충청남도 천안시,천안BIS
CAB285001447,의관동,36.8173798,127.31603,2024-10-28,1447.0,34010,충청남도 천안시,천안BIS
CAB285001448,관성2리마을회관,36.82119345,127.32376924,2024-10-28,1448.0,34010,충청남도 천안시,천안BIS
CAB285001449,관성3리회관,36.8106659,127.3326667,2024-10-28,1449.0,34010,충청남도 천안시,천안BIS
CAB285001450,관성3리회관,36.81073133,127.33255574,2024-10-28,1450.0,34010,충청남도 천안시,천안BIS
CAB285001451,관성리(종점),36.8171723,127.3408654,2024-10-28,1451.0,34010,충청남도 천안시,천안BIS
CAB285001452,신촌(개미기),36.7743326,127.3024717,2024-10-28,1452.0,34010,충청남도 천안시,천안BIS
CAB285001453,신촌(개미기),36.7742691,127.302203,2024-10-28,1453.0,34010,충청남도 천안시,천안BIS
CAB285001454,서원리(종점),36.7794123,127.2959891,2024-10-28,1454.0,34010,충청남도 천안시,천안BIS
CAB285001455,곡대(종점),36.8793958,127.2943982,2024-10-28,1455.0,34010,충청남도 천안시,천안BIS
CAB285001456,주성레이크빌아파트,36.910373,127.2504021,2024-10-28,1456.0,34010,충청남도 천안시,천안BIS
CAB285001457,청룡(종점),36.90595628,127.27833573,2024-10-28,1457.0,34010,충청남도 천안시,천안BIS
CAB285001459,입장회차지,36.914412,127.2300119,2024-10-28,1459.0,34010,충청남도 천안시,천안BIS
CAB285001460,입장중학교,36.919963,127.2194298,2024-10-28,1460.0,34010,충청남도 천안시,천안BIS
CAB285001461,입장중학교,36.91978744,127.21971405,2024-10-28,1461.0,34010,충청남도 천안시,천안BIS
CAB285001463,유리3리,36.92267365,127.21244123,2024-10-28,1463.0,34010,충청남도 천안시,천안BIS
CAB285001464,가산2리,36.9323465,127.1971432,2024-10-28,1464.0,34010,충청남도 천안시,천안BIS
CAB285001465,가산2리경로당,36.93249297,127.19736074,2024-10-28,1465.0,34010,충청남도 천안시,천안BIS
CAB285001466,효계리(효아촌),36.9029401,127.2268511,2024-10-28,1466.0,34010,충청남도 천안시,천안BIS
CAB285001467,효계리(효아촌),36.90259506,127.22720304,2024-10-28,1467.0,34010,충청남도 천안시,천안BIS
CAB285001468,호당리,36.8842913,127.2378758,2024-10-28,1468.0,34010,충청남도 천안시,천안BIS
CAB285001469,수리고개,36.89614799,127.21410907,2024-10-28,1469.0,34010,충청남도 천안시,천안BIS
CAB285001470,수리고개,36.89567465,127.21340241,2024-10-28,1470.0,34010,충청남도 천안시,천안BIS
CAB285001471,성거일반사업단지,36.8920896,127.21060907,2024-10-28,1471.0,34010,충청남도 천안시,천안BIS
CAB285001472,성거일반사업단지,36.89249631,127.21127241,2024-10-28,1472.0,34010,충청남도 천안시,천안BIS
CAB285001473,수청거리,36.87851965,127.2039614,2024-10-28,1473.0,34010,충청남도 천안시,천안BIS
CAB285001474,수청거리,36.8787463,127.20440573,2024-10-28,1474.0,34010,충청남도 천안시,천안BIS
CAB285001475,성환E-편한세상,36.90177963,127.13132241,2024-10-28,1475.0,34010,충청남도 천안시,천안BIS
CAB285001476,성환e편한세상,36.90125455,127.13158985,2024-10-28,1476.0,34010,충청남도 천안시,천안BIS
CAB285001477,옹골부락,36.8293063,127.16554241,2024-10-28,1477.0,34010,충청남도 천안시,천안BIS
CAB285001478,단국대학교,36.83519294,127.16890965,2024-10-28,1478.0,34010,충청남도 천안시,천안BIS
