EMD_CD,EMD_ENG_NM,EMD_KOR_NM,_WKT
44131101,Daeheung-dong,대흥동,"POLYGON((127.14961448604429 36.81205091429975,127.14960898834552 36.81203598986416,127.14958401203782 36.811921580840114,127.14955257702195 36.81179363626536,127.14955140903156 36.81178652801364,127.14953605600222 36.811716846778104,127.14952243883663 36.811663995990884,127.14949978480821 36.81157985211525,127.1494942267982 36.8115568538615,127.14946221266129 36.81143064009391,127.1494430381553 36.81135507037983,127.14944009088352 36.81134347684468,127.14937777344672 36.81110049069685,127.14935688446211 36.81101908394562,127.14934501724564 36.81097281802262,127.1493516228106 36.81096949374973,127.14942695467845 36.810987169833396,127.14947472099759 36.81093066528538,127.15010727248305 36.81079754048707,127.15024847812896 36.81076933062628,127.15021387461316 36.81068960821606,127.15014278394229 36.810523776891934,127.15008625736694 36.810390249911194,127.15006467670452 36.810339751992885,127.14997162243833 36.81012203541054,127.14992073909202 36.81000309016446,127.149871275473 36.809864823459996,127.14982456690046 36.80976621988036,127.14975126147723 36.80960746472101,127.14970719491583 36.809513101995805,127.1496847033397 36.80946650691496,127.1496738569712 36.80944402887955,127.14961776612897 36.809326432621866,127.14957088810134 36.80922678386365,127.14951353169347 36.80914435019798,127.14948412364515 36.80910236832418,127.14945569277057 36.80906152061797,127.14935239683236 36.808912543431234,127.14921459771072 36.8087231854908,127.14916685055537 36.808602316645434,127.14913649020193 36.80852522885633,127.14910083743077 36.808434856344235,127.14909333933359 36.80841678950534,127.1490420574125 36.808322435467346,127.14898632373847 36.80820900154494,127.1489617047507 36.808157065408075,127.14895735029937 36.80814787954677,127.1489547048174 36.80814162015432,127.14894465200707 36.80811784347342,127.14892779968059 36.80807793644856,127.14887801356753 36.807956925824094,127.14885934374257 36.80791589466066,127.14879077619975 36.807759791242255,127.14878091649835 36.80773732090752,127.14873815896519 36.807652381718334,127.14867916981696 36.80754134860525,127.14860704468758 36.8074055783807,127.14854145696533 36.80732462319929,127.14851159087621 36.80726515120685,127.148509398453 36.807255512103104,127.1485007032765 36.80723834780678,127.14846827171611 36.80721440950823,127.14845440996464 36.80717936467632,127.14844997413891 36.80716858394113,127.1484355996232 36.80712908828601,127.14842455578629 36.80710260045773,127.14840069419684 36.80703612844906,127.14839838465481 36.80702969741825,127.14850930683629 36.80702586583375,127.14847062686209 36.80697497422261,127.14844948707463 36.80693128778258,127.14840083885258 36.80684200340497,127.14826401604489 36.806585600933055,127.14817507415394 36.80639793855966,127.14811592745042 36.80627974155751,127.148111551278 36.80621202896772,127.14810377270081 36.805981932568834,127.14810255849933 36.80592107348133,127.14809443417657 36.80579762319388,127.14808283178884 36.80555435734479,127.1480713188139 36.80540500447353,127.14802674140856 36.80497546688341,127.14789509327765 36.80459176750519,127.14764628872437 36.804000660555204,127.14740922424212 36.80341754944062,127.14646826290695 36.80353424873728,127.14592682555454 36.80359774148306,127.14586319354528 36.80358834812616,127.14588536770783 36.80394553711641,127.14594959729133 36.804266973247294,127.14603956913662 36.804732599821826,127.14611162990388 36.80511798669761,127.14617912952492 36.80544919564549,127.14619638427706 36.80550751215248,127.14620296811258 36.80557023902927,127.14632983311438 36.80611319821166,127.14639179138412 36.806333424718844,127.14626133993191 36.806350199935345,127.14625167418075 36.80640646763833,127.14619616264784 36.806729779295395,127.14616734662305 36.80688786802492,127.14613101017859 36.80728376726988,127.14609571574339 36.80774532866284,127.14604162571919 36.808038784872245,127.14601812521649 36.808252951782286,127.14597414357857 36.80851706471985,127.14618469318582 36.80971670060494,127.14626728093835 36.81005368498065,127.14628874706423 36.8101816065603,127.14631879949468 36.81039982628517,127.1463641568258 36.81050313664185,127.14693660072327 36.81152684852034,127.14698575037399 36.81161393411906,127.1470214997084 36.81167887796049,127.14703373451101 36.81170095804511,127.14729296067495 36.812168583530124,127.1474082611013 36.81237739897845,127.14754384762391 36.81262208935169,127.1476204012625 36.812609758333835,127.1477361194704 36.812589602592965,127.14773970077341 36.81261058488468,127.14775556657283 36.81267958087384,127.1479249132552 36.81266107108038,127.14795101830643 36.81265731737937,127.14795300410684 36.81263492251752,127.14889991240186 36.8124592990573,127.14890769866253 36.8124462774749,127.14893875278116 36.81243445254808,127.14893442338075 36.81242092334389,127.1489759494177 36.81239984911572,127.14890383315759 36.81213107632459,127.14896354579736 36.8121148004597,127.14906687617682 36.81209884891378,127.1490835865101 36.81215185810958,127.14919002390234 36.812131469172556,127.14928742058649 36.81211279446069,127.14933982703364 36.812102754110136,127.1495190715856 36.812068784830366,127.14961448604429 36.81205091429975))"
44131102,Seonghwang-dong,성황동,"POLYGON((127.1499015944674 36.81193441921396,127.14990159388935 36.811934418624745,127.1497202754762 36.81182249341916,127.14982998237178 36.81199844124712,127.14979077430661 36.812018323427765,127.14974765533094 36.81203836365824,127.14963927624841 36.81208618509891,127.1496220210689 36.812093766848605,127.14961848242766 36.812077731616405,127.14961448596021 36.81205091975825,127.14951907150147 36.81206879028889,127.14933982694951 36.81210275956866,127.14928742050233 36.8121127999192,127.14919002381816 36.81213147463106,127.1490835864259 36.812151863568104,127.14906687609266 36.812098854372294,127.14896354571316 36.81211480591822,127.14890383307339 36.81213108178309,127.14897594933356 36.81239985457424,127.14893442329655 36.81242092880241,127.14893875269699 36.81243445800663,127.14890769857836 36.812446282933436,127.14889991231769 36.81245930451587,127.14795300402248 36.81263492797609,127.1479510182221 36.812657322837985,127.14792491317087 36.812661076538966,127.14775556648847 36.812679586332436,127.14773970068904 36.81261059034326,127.14773611938602 36.81258960805152,127.14762040117813 36.81260976379241,127.14766780736417 36.81284009060846,127.14778775941731 36.813319158816626,127.14790600544521 36.81380198656374,127.14797453877678 36.81413234568152,127.14808034920446 36.814627975153684,127.14826434713234 36.8155248592373,127.14831985947127 36.815807709964716,127.14877632996057 36.8159852034379,127.14934766626631 36.816610589669175,127.14953289762738 36.816921410852544,127.14987743496022 36.81741771425754,127.15018444874939 36.817621935130376,127.1503246151696 36.8177393807045,127.15047973826721 36.81759925426532,127.15057069568738 36.81751047179472,127.150677819667 36.81740711616879,127.15070341958385 36.817384871875134,127.15075594692307 36.81732566660069,127.15079457970397 36.817279535722705,127.15081958617772 36.81725184948934,127.15083015230285 36.81722163126439,127.15085418573983 36.81714885507357,127.15087116212403 36.81714723879974,127.15092506437857 36.81713821412313,127.15093675209586 36.81713728031206,127.15094314810189 36.81713546105842,127.15098637482866 36.81712918010993,127.15102309914832 36.81712763811016,127.1511332856372 36.817101178310715,127.15116356422752 36.8170816763928,127.1513926440685 36.81693621123351,127.15140846276252 36.81692718026793,127.15149412827694 36.81687282587267,127.1515391699915 36.81691225536821,127.15159282951674 36.81691680130001,127.1516229416012 36.81690395862294,127.15170955957602 36.81687254494204,127.15184274716259 36.81682509578314,127.1518710039894 36.81681494968537,127.15196708550748 36.81678014471513,127.15198219678624 36.816776205797844,127.15203609034029 36.81675721443371,127.15208993501295 36.816736168593074,127.15210406211591 36.816733303218676,127.15234474393226 36.81666464052424,127.15252316374453 36.81661688091005,127.15266955033125 36.816579551465715,127.15274099004289 36.81652978284345,127.15275829345428 36.81651218933467,127.15288923031073 36.81642655313495,127.15300839371368 36.81633822848249,127.15309462169239 36.81627447371328,127.1531853525263 36.816186779850575,127.15332643210688 36.81605625531412,127.15333396587499 36.81601205561918,127.15332946332988 36.81592837595928,127.15343637441663 36.81594144958092,127.15347542341667 36.81593128030109,127.15369416712235 36.81577696605659,127.15384502382176 36.81570031432873,127.15428146970804 36.81555182037721,127.15456547634533 36.81546204775125,127.15483482967606 36.815381187225306,127.15497438393153 36.81524101187608,127.1550333918623 36.81517434421159,127.15508097705155 36.81520746137289,127.15522459624256 36.81512766337695,127.15566404010947 36.814951397489345,127.15606962669983 36.81471474602759,127.15637147638509 36.81442782061956,127.15675769892162 36.81443876102749,127.15675670852677 36.814359005702094,127.1567970647632 36.81435856553501,127.15680693305337 36.814439183336106,127.15684027252524 36.81443820264486,127.15683309943533 36.814526718340566,127.15683039858382 36.81456004465298,127.15684614873271 36.814545381158105,127.15689219823139 36.814544888466386,127.15689253737352 36.81455188058161,127.15728677345685 36.81456266462266,127.15755269758932 36.814562171792836,127.1575830357509 36.81458986792502,127.15758337835257 36.814565411543455,127.1578743389619 36.81457019262788,127.15792609566405 36.81457103467443,127.15808841567494 36.814573830738176,127.15809935493142 36.814277209307164,127.15810335873819 36.81415205886133,127.1581141833188 36.813832207124186,127.15815587618685 36.81380037030814,127.15833007775082 36.81369506308872,127.1583984196013 36.81365708156257,127.15839856330494 36.81364512373614,127.15840299607436 36.81362058986402,127.1584033527085 36.81359764731088,127.15826142435843 36.81362975154927,127.15819518391602 36.81367054166946,127.15810906684634 36.813741220482676,127.15809763751194 36.81375316613687,127.15806206075985 36.81380555805116,127.15803223927573 36.81382789960597,127.15800018602006 36.813810946989236,127.15793808857846 36.81374544641601,127.15787385955818 36.8137669591178,127.15782292168645 36.81375517658122,127.15780906914279 36.81374939168605,127.15778716142181 36.81374495100789,127.15776542846443 36.81370518685849,127.15768804153996 36.813560832695345,127.15761304937048 36.81338146748094,127.15760715249216 36.813352901243796,127.15758107802222 36.8132722326775,127.15750606953432 36.81302933062793,127.15749916014796 36.81300986685332,127.1574969891911 36.81297278029689,127.15749388908148 36.81291962829026,127.15747974100027 36.81277360506225,127.15746475587966 36.812717666209785,127.15745564314331 36.81268378767059,127.15744841951691 36.81262540565817,127.15746015241572 36.8125642504216,127.15744309130064 36.81252904867117,127.15743042320503 36.812504843628176,127.15741140401565 36.81245459601677,127.15735670585198 36.81245045956176,127.15725403469841 36.812442682386326,127.157222663327 36.81244110148292,127.1570521828725 36.81235762111348,127.15703433586977 36.81234888615363,127.15616293827037 36.81236449531735,127.1561873199568 36.81245618548471,127.15614492586951 36.81246260240828,127.15614309419794 36.812460144778335,127.15605121549122 36.812368775206494,127.15604069441338 36.8123587235558,127.15603309504228 36.812363455662236,127.15550310021112 36.81237579442829,127.15550119980337 36.8123669840996,127.15546998501283 36.81237640500147,127.15518842891743 36.81238201081263,127.15517819828837 36.81239173126557,127.15512349516813 36.81241307698906,127.15502454236689 36.81245450233264,127.15494788127252 36.81243477700136,127.15480326601651 36.81239484639295,127.15475843372256 36.81241500778975,127.15464755136723 36.81246508076179,127.15452072743511 36.81246187388742,127.15446526411898 36.81246174699627,127.15444895773126 36.812399618878814,127.15444945414063 36.812399413252415,127.15307291395298 36.81243200057847,127.15298784371183 36.812370185156276,127.15293853035705 36.811856609700904,127.15293852977035 36.81185660961917,127.1527492373591 36.81183496271072,127.15273927153243 36.811833461531165,127.15261736200284 36.81172430365423,127.15259273346265 36.811714954460754,127.15252696424352 36.81168824819769,127.1524783839253 36.81168315556979,127.15238799365353 36.81167370056945,127.15233996763091 36.81167694238795,127.15226785518635 36.81168437782251,127.15222277623548 36.81168746266993,127.15206447146896 36.811660197563725,127.15204134119217 36.81165476615872,127.15200774859233 36.81164607698504,127.1519912757119 36.811669553552335,127.15198580341902 36.81167928338241,127.15191824532359 36.81178063484637,127.15181127557193 36.81174019340966,127.151795832848 36.81175753213358,127.15174855376443 36.81181042356472,127.15172708268719 36.811805305388724,127.15171305504032 36.811801259131464,127.15160811499189 36.8117729077556,127.15158618297328 36.81182444250453,127.15151603525352 36.81199462327944,127.15148575374756 36.81197708995844,127.15142564992288 36.811941851504585,127.15137497254234 36.811913098096014,127.15125735322236 36.81180773607415,127.15118604605179 36.81174537938259,127.15114522872402 36.81170975606747,127.1510764590876 36.81175346499553,127.15104509701673 36.811773743218204,127.15096924195578 36.81186223681961,127.1509342878613 36.81190838119362,127.15077686405913 36.8120058530046,127.15073469693188 36.81204847404762,127.1506975910386 36.812025389281786,127.15057359287056 36.81194742812934,127.1505595366427 36.81194018285499,127.15053793411633 36.81192504435982,127.15046451320045 36.811910961992595,127.15042849002559 36.81190291520104,127.15039514795662 36.81189624372999,127.15029557629366 36.81187366054738,127.1502853175453 36.811871339524586,127.15024887055355 36.81186432947764,127.15019926613141 36.81185120836876,127.15019464627463 36.811861432657345,127.15016373514726 36.81192960372753,127.1501566375936 36.81194512058851,127.15012269289414 36.812020927784395,127.15006530342212 36.81199237143741,127.14990159449874 36.81193441907452,127.1499015944674 36.81193441921396))"
44131103,Munhwa-dong,문화동,"POLYGON((127.1499015944674 36.81193441921396,127.14990159449874 36.81193441907452,127.15006530342212 36.81199237143741,127.15012269289414 36.812020927784395,127.1501566375936 36.81194512058851,127.15016373514726 36.81192960372753,127.15019464627463 36.811861432657345,127.15019926613141 36.81185120836876,127.15024887055355 36.81186432947764,127.1502853175453 36.811871339524586,127.15029557629366 36.81187366054738,127.15039514795662 36.81189624372999,127.15042849002559 36.81190291520104,127.15046451320045 36.811910961992595,127.15053793411633 36.81192504435982,127.1505595366427 36.81194018285499,127.15057359287056 36.81194742812934,127.1506975910386 36.812025389281786,127.15073469693188 36.81204847404762,127.15077686405913 36.8120058530046,127.1509342878613 36.81190838119362,127.15096924195578 36.81186223681961,127.15104509701673 36.811773743218204,127.1510764590876 36.81175346499553,127.15114522872402 36.81170975606747,127.15118604605179 36.81174537938259,127.15125735322236 36.81180773607415,127.15137497254234 36.811913098096014,127.15142564992288 36.811941851504585,127.15148575374756 36.81197708995844,127.15151603525352 36.81199462327944,127.15158618297328 36.81182444250453,127.15160811499189 36.8117729077556,127.15171305504032 36.811801259131464,127.15172708268719 36.811805305388724,127.15174855376443 36.81181042356472,127.151795832848 36.81175753213358,127.15181127557193 36.81174019340966,127.15191824532359 36.81178063484637,127.15198580341902 36.81167928338241,127.1519912757119 36.811669553552335,127.15200774859233 36.81164607698504,127.15204134119217 36.81165476615872,127.15206447146896 36.811660197563725,127.15222277623548 36.81168746266993,127.15226785518635 36.81168437782251,127.15233996763091 36.81167694238795,127.15238799365353 36.81167370056945,127.1524783839253 36.81168315556979,127.15252696424352 36.81168824819769,127.15259273346265 36.811714954460754,127.15261736200284 36.81172430365423,127.15273927153243 36.811833461531165,127.1527492373591 36.81183496271072,127.15293852977035 36.81185660961917,127.15293853035705 36.811856609700904,127.15298784371183 36.812370185156276,127.15307291395298 36.81243200057847,127.15444945414063 36.812399413252415,127.15444895773126 36.812399618878814,127.15446526411898 36.81246174699627,127.15452072743511 36.81246187388742,127.15464755136723 36.81246508076179,127.15475843372256 36.81241500778975,127.15480326601651 36.81239484639295,127.15494788127252 36.81243477700136,127.15502454236689 36.81245450233264,127.15512349516813 36.81241307698906,127.15517819828837 36.81239173126557,127.15518842891743 36.81238201081263,127.15546998501283 36.81237640500147,127.15550119980337 36.8123669840996,127.15550310021112 36.81237579442829,127.15603309504228 36.812363455662236,127.15604069441338 36.8123587235558,127.15605121549122 36.812368775206494,127.15614309419794 36.812460144778335,127.15614492586951 36.81246260240828,127.1561873199568 36.81245618548471,127.15616293827037 36.81236449531735,127.15703433586977 36.81234888615363,127.15710627781617 36.81234031269199,127.15764001375456 36.8123382795021,127.15774778721291 36.81234214786417,127.15806946520323 36.81234518503514,127.15811346250804 36.812300675681755,127.15811319548088 36.812296125462176,127.15816550330823 36.81226019265842,127.15820847019116 36.811600195048776,127.15799037286754 36.811632327225645,127.15788148706545 36.81164309446246,127.15772717965689 36.8116646984719,127.15771329533126 36.811643081219636,127.15757687074984 36.81168519768762,127.15747807437063 36.81170317816204,127.15731647338964 36.81174250689537,127.15726220163995 36.81176605173071,127.15706852576875 36.81186595825178,127.1567520228843 36.81187179649394,127.15658917299908 36.81142010565515,127.15631033873957 36.81141524254992,127.15629849014792 36.81104634624242,127.15637571435519 36.81102345679459,127.15638607309857 36.810947426218576,127.15628281702061 36.8107037040326,127.15612719570679 36.81043345827718,127.15598578427962 36.810357859246636,127.15576981405329 36.810220054486095,127.15549702679257 36.810087612391975,127.15532840460544 36.810010777249474,127.15513560147984 36.80991274310578,127.15494250662682 36.80981989938067,127.15485395219933 36.80980847947508,127.15478917786581 36.809808202540275,127.15470571559545 36.80982146620029,127.15471882405112 36.8096511407244,127.1547192053372 36.8096175290667,127.15383349660638 36.80948936157716,127.15372561327318 36.80944772099482,127.15366377061719 36.8094167390911,127.15366869552574 36.80945903960858,127.15341029995237 36.80933605390113,127.15323368799073 36.80924618700943,127.15299512442982 36.809120769143114,127.15289416432763 36.80906318201002,127.15280507865576 36.80909441950485,127.15272222427674 36.80905187564447,127.15268667112925 36.80907143875379,127.15269561247483 36.809139127312655,127.15263456656974 36.809165381969365,127.15251569594203 36.80912346043586,127.1524835939348 36.809108596938295,127.15238196616382 36.809058921908694,127.15232098311445 36.80903725562641,127.15219674667662 36.80894473458857,127.15218224343246 36.808932200589076,127.1521565783698 36.80891382355315,127.15213054941907 36.80884697659877,127.15208603401202 36.80876502351339,127.15201061424125 36.80867300815095,127.15194189413253 36.80861437917307,127.15200720012476 36.80859480566908,127.15202835664489 36.80858852523259,127.15223290207622 36.80854062480446,127.15239113304328 36.80846499275139,127.15239814675866 36.80845854095997,127.15261136967096 36.80822466806152,127.15287653868991 36.80793139097214,127.15289646512402 36.8075224266036,127.15290236302826 36.80743879664353,127.15291146430326 36.80729744689059,127.15291540621483 36.80729040424952,127.15292557973572 36.80727247734853,127.15297619139817 36.807178103348456,127.15302108226325 36.80714916578001,127.15304007873696 36.80713883294615,127.15299110435525 36.807097228286416,127.15244921802328 36.80688490529419,127.15241936945779 36.80687007495679,127.15238322163783 36.8068545136982,127.15220981844153 36.80672304620411,127.15207709158784 36.80660758463721,127.15201174464912 36.80652520731202,127.15197017422072 36.806470004205586,127.1519609837105 36.80645202979352,127.15194947698468 36.80645872153205,127.1519347251287 36.80646777826716,127.15192269307228 36.80647516451776,127.15181697355754 36.806538429011844,127.15180537957323 36.80652781161496,127.15179576161644 36.806520461748626,127.15178012105814 36.8065105783779,127.15175132937253 36.806497404567885,127.15172641525231 36.806490101052226,127.15170043134223 36.80648586263659,127.15166070249902 36.806484128617605,127.1513179532155 36.80649757719204,127.15137728978166 36.80642671587004,127.1511510919035 36.80647655242676,127.1511141026692 36.806505906641796,127.15096172346483 36.80651218637925,127.15084870212398 36.806502163904135,127.15066760371546 36.80648042226021,127.150206890692 36.806499273967354,127.1501891394032 36.80650386439101,127.15022016639819 36.806641919361695,127.15018986678656 36.80665434742873,127.14991626977391 36.80670047427061,127.14988420442751 36.806698018222455,127.14983753447997 36.80669396740564,127.14982388283622 36.80668098149875,127.14980333760836 36.806777443286734,127.14980382845322 36.80682277722435,127.14980785476367 36.80702787251439,127.14980802841906 36.80703656795253,127.14978925972268 36.80704900857036,127.14966972630194 36.80695720888595,127.14955222261227 36.80686600128175,127.14948844373546 36.806816862351475,127.14947664753625 36.80681885044718,127.14946768678547 36.80682099721278,127.14938223029405 36.806839125584965,127.14901968517694 36.806976606735766,127.14899962959063 36.80698420989629,127.1488905972604 36.807009305653374,127.14887341890905 36.807009642327536,127.14860750713153 36.80702055950746,127.14850930675189 36.80702587129184,127.14839838457038 36.80702970287633,127.14840069411244 36.80703613390716,127.1484245557019 36.80710260591584,127.1484355995388 36.80712909374407,127.14844997405451 36.807168589399204,127.14845440988024 36.80717937013442,127.14846827163171 36.8072144149663,127.14850070319207 36.80723835326484,127.1485093983686 36.80725551756122,127.14851159079181 36.807265156664954,127.14854145688093 36.8073246286574,127.14860704460318 36.80740558383881,127.14867916973262 36.80754135406337,127.14873815888085 36.807652387176454,127.148780916414 36.807737326365654,127.14879077611539 36.8077597967004,127.14885934365827 36.8079159001188,127.14887801348321 36.80795693128225,127.14892779959627 36.808077941906745,127.14894465192275 36.80811784893158,127.1489547047331 36.8081416256125,127.14895735021507 36.80814788500494,127.1489617046664 36.80815707086623,127.1489863236542 36.80820900700311,127.14904205732823 36.80832244092555,127.14909333924929 36.80841679496353,127.14910083734647 36.80843486180244,127.14913649011763 36.80852523431453,127.14916685047112 36.808602322103624,127.14921459762651 36.808723190949024,127.14935239674813 36.80891254888947,127.14945569268635 36.80906152607619,127.14948412356097 36.809102373782444,127.14951353160924 36.809144355657274,127.14957088801717 36.809226789321905,127.1496177660448 36.80932643808013,127.14967385688706 36.80944403433784,127.14968470325553 36.809466512373234,127.14970719483169 36.80951310745407,127.1497512613931 36.80960747017927,127.14982456681633 36.80976622533865,127.14987127538889 36.80986482891828,127.14992073900795 36.81000309562273,127.14997162235422 36.810122040868826,127.15006467662047 36.810339757451224,127.15008625728287 36.81039025536954,127.15014278385824 36.81052378235028,127.15021387452914 36.81068961367441,127.15024847804494 36.81076933608465,127.15010727239901 36.81079754594544,127.14947472091345 36.810930670743744,127.1494269545943 36.81098717529182,127.14935162272646 36.810969499208134,127.1493450171615 36.81097282348103,127.14935688437797 36.81101908940402,127.14937777336257 36.81110049615527,127.14944009079937 36.811343482303094,127.14944303807118 36.81135507583827,127.14946221257718 36.81143064555238,127.14949422671407 36.81155685931994,127.14949978472409 36.811579857573705,127.1495224387525 36.81166400144936,127.14953605591812 36.811716852236565,127.14955140894746 36.811786533472116,127.14955257693782 36.8117936417238,127.14958401195373 36.811921586298595,127.14960898826142 36.812035995322645,127.14961448596021 36.81205091975825,127.14961848242766 36.812077731616405,127.1496220210689 36.812093766848605,127.14963927624841 36.81208618509891,127.14974765533094 36.81203836365824,127.14979077430661 36.812018323427765,127.14982998237178 36.81199844124712,127.1497202754762 36.81182249341916,127.14990159388935 36.811934418624745,127.1499015944674 36.81193441921396))"
