기준연도,학교종류,학교명,모집인원,입학자,emd_tokens_fixed
2020,사이버대학(대학),글로벌사이버대학교,1535,941,목천읍
2020,대학교,나사렛대학교,1407,1353,쌍용2동
2020,대학교,남서울대학교,2340,2328,성환읍
2020,대학교,단국대학교 _제2캠퍼스,2566,2519,문성동
2020,대학교,상명대학교 _제2캠퍼스,1410,1403,문성동
2020,대학교,한국기술교육대학교,997,987,병천면
2020,특수대학원,고신대학교 신학대학원,208,143,문성동
2020,일반대학원,국립공주대학교 대학원,854,579,부성1동
2020,일반대학원,한국기술교육대학교 대학원,183,129,부성1동
2020,전문대학,백석문화대학교,3119,2478,문성동
2020,전문대학,연암대학교,627,575,성환읍
