기준연도,학교종류,설립구분,지역,상태,대학원명,입학정원(A),지원자,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,입학자,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,"정원내
신입생충원율(%)
(B/A)x100"
2020.0,특수대학원,국립,강원,기존,강원대학교 산업대학원 ,62.0,26,21,5,0,0,23,19,4,0,0,37.1
2020.0,전문대학원,국립,강원,폐교,강원대학교 의학전문대학원 ,49.0,401,161,235,2,3,50,22,27,0,1,100.0
2020.0,일반대학원,국립,강원,기존,강원대학교 일반대학원 ,841.0,1202,486,328,245,143,809,402,248,87,72,77.3
2020.0,특수대학원,국립,강원,기존,강원대학교 정보과학・행정대학원 ,85.0,47,19,28,0,0,37,13,24,0,0,43.5
2020.0,전문대학원,사립,서울,기존,건국대학교 건축전문대학원 ,64.0,127,64,62,1,0,60,28,32,0,0,93.8
2020.0,전문대학원,사립,서울,기존,건국대학교 경영전문대학원 ,50.0,86,55,29,1,1,45,28,17,0,0,90.0
2020.0,특수대학원,사립,서울,기존,건국대학교 교육대학원 ,260.0,771,151,620,0,0,255,50,205,0,0,98.1
2020.0,특수대학원,사립,서울,기존,건국대학교 농축대학원 ,50.0,75,39,36,0,0,53,32,21,0,0,106.0
2020.0,전문대학원,사립,서울,기존,건국대학교 법학전문대학원 ,46.0,154,72,82,0,0,41,21,20,0,0,89.1
2020.0,특수대학원,사립,서울,기존,건국대학교 부동산대학원 ,200.0,951,715,229,4,3,185,146,36,3,0,91.0
2020.0,특수대학원,사립,서울,기존,건국대학교 산업대학원 ,90.0,191,41,123,26,1,93,25,59,8,1,93.3
2020.0,특수대학원,사립,서울,기존,건국대학교 언론홍보대학원 ,35.0,46,29,17,0,0,36,21,15,0,0,102.9
2020.0,특수대학원,사립,서울,기존,건국대학교 예술디자인대학원 ,90.0,146,26,120,0,0,79,14,65,0,0,87.8
2020.0,일반대학원,사립,서울,기존,건국대학교 일반대학원 ,917.0,1975,567,555,190,663,1011,403,353,81,174,82.4
2020.0,특수대학원,사립,서울,기존,건국대학교 정보통신대학원 ,64.0,109,93,15,1,0,79,67,12,0,0,123.4
2020.0,특수대학원,사립,서울,기존,건국대학교 행정대학원 ,100.0,170,66,100,3,1,100,39,60,0,1,99.0
2020.0,특수대학원,사립,충북,기존,건국대학교(글로컬) 교육대학원 _분교,30.0,24,9,15,0,0,19,9,10,0,0,63.3
2020.0,전문대학원,사립,충북,기존,건국대학교(글로컬) 의학전문대학원 _분교,40.0,279,126,149,0,4,42,23,17,0,2,100.0
2020.0,일반대학원,사립,충북,기존,건국대학교(글로컬) 일반대학원 _분교,128.0,127,48,54,8,17,97,40,42,4,11,64.1
2020.0,특수대학원,사립,충북,기존,건국대학교(글로컬) 창의융합대학원 _분교,38.0,17,13,4,0,0,15,11,4,0,0,39.5
2020.0,특수대학원,사립,대전,기존,건양대학교 경영사회복지대학원 _제2캠퍼스,15.0,19,5,6,6,2,17,5,4,6,2,60.0
2020.0,특수대학원,사립,대전,폐교,건양대학교 군사경찰행정대학원 _제2캠퍼스,15.0,21,20,1,0,0,16,15,1,0,0,106.7
2020.0,특수대학원,사립,대전,기존,건양대학교 바이오융합대학원 _제2캠퍼스,15.0,9,3,5,0,1,8,3,4,0,1,46.7
2020.0,특수대학원,사립,대전,기존,건양대학교 보건복지대학원 _제2캠퍼스,57.0,57,21,33,0,3,49,18,28,0,3,80.7
2020.0,특수대학원,사립,대전,기존,건양대학교 상담대학원 _제2캠퍼스,25.0,32,2,29,1,0,28,1,26,1,0,108.0
2020.0,일반대학원,사립,대전,기존,건양대학교 일반대학원 _제2캠퍼스,145.0,193,72,117,4,0,136,55,76,3,2,90.3
2020.0,특수대학원,사립,경기,기존,경기대학교 공학대학원 ,56.0,65,60,5,0,0,55,52,3,0,0,98.2
2020.0,전문대학원,사립,서울,기존,경기대학교 관광전문대학원 ,70.0,115,43,68,1,3,76,28,44,1,3,102.9
2020.0,특수대학원,사립,경기,기존,경기대학교 교육대학원 ,250.0,665,92,573,0,0,259,48,211,0,0,103.6
2020.0,특수대학원,사립,서울,기존,경기대학교 대체의학대학원 ,61.0,56,15,40,0,1,44,14,29,0,1,70.5
2020.0,전문대학원,사립,서울,기존,경기대학교 서비스경영전문대학원 ,40.0,59,32,27,0,0,41,18,23,0,0,102.5
2020.0,특수대학원,사립,서울,기존,경기대학교 예술대학원 ,30.0,37,11,23,0,3,24,8,15,0,1,76.7
2020.0,일반대학원,사립,서울,기존,경기대학교 일반대학원 ,406.0,736,279,341,50,66,409,177,192,14,26,90.9
2020.0,전문대학원,사립,서울,기존,경기대학교 정치전문대학원 ,35.0,45,32,10,3,0,37,28,7,2,0,100.0
2020.0,특수대학원,사립,서울,기존,경기대학교 한류문화대학원 ,50.0,41,9,23,3,6,30,7,16,2,5,46.0
2020.0,특수대학원,사립,경기,폐교,경기대학교 행정사회복지대학원 ,79.0,84,25,57,1,1,68,21,45,1,1,83.5
2020.0,특수대학원,국립,경남,폐교,경남과학기술대학교 국제식량안보대학원 ,10.0,4,4,0,0,0,3,3,0,0,0,30.0
2020.0,일반대학원,국립,경남,폐교,경남과학기술대학교 대학원 ,109.0,172,98,67,1,6,130,74,50,1,5,113.8
2020.0,특수대학원,국립,경남,폐교,경남과학기술대학교 산업복지대학원 ,38.0,56,16,40,0,0,43,11,32,0,0,113.2
2020.0,특수대학원,국립,경남,폐교,경남과학기술대학교 창업대학원 ,28.0,58,23,11,17,7,41,16,9,11,5,89.3
2020.0,특수대학원,사립,경남,기존,경남대학교 교육대학원 ,144.0,394,69,325,0,0,144,24,120,0,0,100.0
2020.0,일반대학원,사립,경남,기존,경남대학교 대학원 ,279.0,372,147,168,23,34,299,113,136,19,31,89.2
2020.0,특수대학원,사립,경남,기존,경남대학교 산업경영대학원 ,100.0,54,43,11,0,0,48,39,9,0,0,48.0
2020.0,특수대학원,사립,경남,기존,경남대학교 행정대학원 ,100.0,84,39,45,0,0,71,37,34,0,0,71.0
2020.0,특수대학원,국립,대구,기존,경북대학교 경영대학원 ,120.0,180,121,49,8,2,130,93,27,8,2,100.0
2020.0,특수대학원,국립,경북,기존,경북대학교 과학기술대학원 ,59.0,47,37,10,0,0,34,25,9,0,0,57.6
2020.0,특수대학원,국립,대구,기존,경북대학교 교육대학원 ,270.0,589,121,466,2,0,200,56,143,1,0,73.7
2020.0,특수대학원,국립,대구,기존,경북대학교 국제대학원 ,30.0,55,9,28,5,13,36,5,18,3,10,76.7
2020.0,특수대학원,국립,대구,폐교,경북대학교 농업생명융합대학원 ,30.0,40,26,13,1,0,30,23,7,0,0,100.0
2020.0,전문대학원,국립,대구,기존,경북대학교 법학전문대학원 ,130.0,434,247,186,1,0,134,78,55,1,0,102.3
2020.0,특수대학원,국립,대구,기존,경북대학교 보건대학원 ,40.0,78,14,64,0,0,40,6,34,0,0,100.0
2020.0,특수대학원,국립,대구,기존,경북대학교 산업대학원 ,86.0,112,91,21,0,0,86,70,16,0,0,100.0
2020.0,특수대학원,국립,대구,기존,경북대학교 수사과학대학원 ,30.0,127,30,96,0,1,31,8,22,0,1,100.0
2020.0,일반대학원,국립,대구,기존,경북대학교 일반대학원 ,1761.0,2440,1051,1020,193,176,1770,797,674,157,142,83.5
2020.0,특수대학원,국립,대구,폐교,경북대학교 정책정보대학원 ,70.0,84,31,51,2,0,67,21,44,2,0,92.9
2020.0,특수대학원,국립,대구,기존,경북대학교 행정대학원 ,70.0,60,36,21,2,1,44,27,16,1,0,61.4
2020.0,특수대학원,국립,경남,기존,경상국립대학교 경영대학원 ,60.0,52,35,17,0,0,45,32,13,0,0,75.0
2020.0,특수대학원,국립,경남,기존,경상국립대학교 교육대학원 ,215.0,133,26,107,0,0,110,23,87,0,0,51.2
2020.0,일반대학원,국립,경남,기존,경상국립대학교 대학원 ,705.0,967,440,398,73,56,703,331,276,54,42,86.1
2020.0,특수대학원,국립,경남,기존,경상국립대학교 보건대학원 ,20.0,22,5,17,0,0,18,4,14,0,0,90.0
2020.0,특수대학원,국립,경남,기존,경상국립대학교 융합과학기술대학원 ,56.0,94,38,12,42,2,73,24,9,39,1,58.9
2020.0,특수대학원,국립,경남,폐교,경상국립대학교 토지주택대학원 ,25.0,15,10,5,0,0,14,10,4,0,0,56.0
2020.0,특수대학원,국립,경남,기존,경상국립대학교 항공우주특성화대학원 ,28.0,22,20,2,0,0,14,12,2,0,0,50.0
2020.0,특수대학원,국립,경남,기존,경상국립대학교 행정대학원 ,46.0,54,15,39,0,0,46,14,32,0,0,100.0
2020.0,특수대학원,사립,부산,기존,경성대학교 교육대학원 ,100.0,90,8,82,0,0,69,5,64,0,0,69.0
2020.0,특수대학원,사립,부산,기존,경성대학교 사회복지대학원 ,30.0,21,6,14,0,1,14,4,9,0,1,43.3
2020.0,일반대학원,사립,부산,기존,경성대학교 일반대학원 ,268.0,309,85,100,75,49,232,66,80,48,38,54.5
2020.0,특수대학원,사립,경북,기존,경운대학교 사회복지대학원 ,25.0,26,3,23,0,0,23,2,21,0,0,92.0
2020.0,특수대학원,사립,경북,기존,경운대학교 산업정보대학원 ,15.0,11,6,5,0,0,11,6,5,0,0,73.3
2020.0,일반대학원,사립,경북,기존,경운대학교 일반대학원 ,40.0,38,18,20,0,0,29,12,17,0,0,72.5
2020.0,전문대학원,국립,인천,기존,경인교육대학교 교육전문대학원 ,665.0,667,127,527,2,11,432,99,325,1,7,63.8
2020.0,특수대학원,사립,경북,폐교,경일대학교 보건복지대학원 ,0.0,2,2,0,0,0,2,2,0,0,0,0.0
2020.0,특수대학원,사립,경북,폐교,경일대학교 산업경영대학원 ,0.0,3,2,1,0,0,1,0,1,0,0,0.0
2020.0,일반대학원,사립,경북,기존,경일대학교 일반대학원 ,85.0,172,57,27,51,37,134,44,17,45,28,71.8
2020.0,특수대학원,사립,서울,기존,경희대학교 경영대학원 ,204.0,913,131,149,298,335,598,88,103,225,182,93.6
2020.0,특수대학원,사립,서울,기존,경희대학교 공공대학원 ,110.0,200,34,120,12,34,139,21,81,12,25,92.7
2020.0,특수대학원,사립,서울,기존,경희대학교 관광대학원 ,95.0,186,74,90,3,19,105,45,51,1,8,101.1
2020.0,특수대학원,사립,서울,기존,경희대학교 교육대학원 ,334.0,802,132,670,0,0,311,53,258,0,0,93.1
2020.0,전문대학원,사립,경기,기존,경희대학교 국제대학원 ,52.0,149,37,33,28,51,112,29,22,28,33,98.1
2020.0,일반대학원,사립,서울,기존,경희대학교 대학원 ,1456.0,3193,916,1051,280,946,1783,621,664,131,367,88.3
2020.0,전문대학원,사립,경기,기존,경희대학교 동서의학대학원 ,70.0,94,28,64,1,1,59,15,42,1,1,81.4
2020.0,특수대학원,사립,서울,기존,경희대학교 법무대학원 ,30.0,13,12,1,0,0,8,7,1,0,0,26.7
2020.0,전문대학원,사립,서울,기존,경희대학교 법학전문대학원 ,70.0,408,240,168,0,0,82,57,25,0,0,117.1
2020.0,특수대학원,사립,경기,기존,경희대학교 아트퓨전디자인대학원 ,40.0,43,13,24,4,2,37,12,19,4,2,77.5
2020.0,특수대학원,사립,서울,폐교,경희대학교 언론정보대학원 ,42.0,58,9,25,4,20,33,7,16,1,9,54.8
2020.0,전문대학원,사립,경기,기존,경희대학교 체육대학원 ,55.0,62,47,12,2,1,51,39,9,2,1,87.3
2020.0,특수대학원,사립,경기,기존,경희대학교 테크노경영대학원 ,97.0,407,69,36,148,154,310,50,22,121,117,74.2
2020.0,특수대학원,사립,경기,기존,경희대학교 평화복지대학원 ,33.0,36,22,3,5,6,29,17,3,5,4,60.6
2020.0,특수대학원,사립,서울,기존,경희사이버대학교 문화창조대학원 ,96.0,190,66,120,2,2,102,37,61,2,2,102.1
2020.0,특수대학원,사립,서울,기존,경희사이버대학교 호텔관광대학원 ,44.0,51,26,21,2,2,38,17,19,0,2,81.8
2020.0,특수대학원,사립,대구,기존,계명대학교 경영대학원 ,50.0,238,63,23,141,11,105,29,16,56,4,90.0
2020.0,특수대학원,사립,대구,기존,계명대학교 교육대학원 ,177.0,346,53,293,0,0,179,26,153,0,0,101.1
2020.0,특수대학원,사립,대구,기존,계명대학교 글로벌창업대학원 ,45.0,49,24,15,9,1,46,23,13,9,1,80.0
2020.0,일반대학원,사립,대구,기존,계명대학교 대학원 ,568.0,1001,254,389,168,190,756,206,288,117,145,87.0
2020.0,특수대학원,사립,대구,폐교,계명대학교 스포츠산업대학원 ,30.0,9,7,2,0,0,5,4,1,0,0,16.7
2020.0,특수대학원,사립,대구,기존,계명대학교 연합신학대학원 ,40.0,47,18,27,0,2,42,17,23,0,2,100.0
2020.0,특수대학원,사립,대구,기존,계명대학교 예술대학원 ,40.0,40,3,37,0,0,29,2,27,0,0,72.5
2020.0,특수대학원,사립,대구,기존,계명대학교 유아교육대학원 ,40.0,45,4,41,0,0,33,3,30,0,0,82.5
2020.0,특수대학원,사립,대구,폐교,계명대학교 융합공학대학원 ,30.0,0,0,0,0,0,0,0,0,0,0,0.0
2020.0,특수대학원,사립,대구,기존,계명대학교 정책대학원 ,45.0,34,7,27,0,0,21,3,18,0,0,46.7
2020.0,전문대학원,사립,서울,기존,고려대학교 KU-KIST융합대학원 ,40.0,64,38,24,1,1,39,22,16,0,1,95.0
2020.0,전문대학원,사립,서울,기존,고려대학교 경영전문대학원 ,335.0,900,625,237,13,25,343,232,91,6,14,96.4
2020.0,특수대학원,사립,서울,기존,고려대학교 공학대학원 ,56.0,70,54,15,1,0,45,40,5,0,0,80.4
2020.0,특수대학원,사립,서울,기존,고려대학교 교육대학원 ,443.0,1088,288,797,0,3,438,118,317,0,3,98.2
2020.0,전문대학원,사립,서울,기존,고려대학교 국제대학원 ,91.0,312,32,67,87,126,123,19,36,21,47,60.4
2020.0,전문대학원,사립,서울,기존,고려대학교 기술경영전문대학원 ,68.0,172,121,48,3,0,69,51,17,1,0,100.0
2020.0,특수대학원,사립,서울,기존,고려대학교 노동대학원 ,69.0,188,137,51,0,0,68,48,20,0,0,98.6
2020.0,일반대학원,사립,서울,기존,고려대학교 대학원 ,2315.0,4724,2068,1693,250,713,2233,1124,858,93,158,85.6
2020.0,특수대학원,사립,서울,기존,고려대학교 미디어대학원 ,77.0,136,48,88,0,0,72,30,42,0,0,93.5
2020.0,특수대학원,사립,서울,기존,고려대학교 법무대학원 ,86.0,104,77,27,0,0,72,56,16,0,0,83.7
2020.0,전문대학원,사립,서울,기존,고려대학교 법학전문대학원 ,130.0,360,211,149,0,0,129,84,45,0,0,99.2
2020.0,특수대학원,사립,서울,기존,고려대학교 보건대학원 ,55.0,99,20,79,0,0,49,11,38,0,0,89.1
2020.0,특수대학원,사립,서울,기존,고려대학교 생명환경과학대학원 ,73.0,114,37,77,0,0,63,22,41,0,0,86.3
2020.0,전문대학원,사립,서울,기존,고려대학교 에너지환경대학원(그린스쿨) ,25.0,68,41,19,7,1,30,19,6,4,1,100.0
2020.0,특수대학원,사립,서울,기존,고려대학교 임상치의학대학원 ,39.0,21,17,3,0,1,16,13,2,0,1,38.5
2020.0,전문대학원,사립,서울,기존,고려대학교 정보보호대학원 ,86.0,281,153,48,74,6,150,55,23,68,4,90.7
2020.0,특수대학원,사립,서울,기존,고려대학교 정책대학원 ,115.0,164,100,63,1,0,112,72,39,1,0,96.5
2020.0,특수대학원,사립,서울,기존,고려대학교 컴퓨터정보통신대학원 ,59.0,290,158,65,55,12,140,53,21,54,12,125.4
2020.0,특수대학원,사립,세종,폐교,고려대학교(세종) 경영정보대학원 _분교,54.0,51,39,12,0,0,41,31,10,0,0,75.9
2020.0,특수대학원,사립,세종,기존,고려대학교(세종) 문화스포츠대학원 _분교,36.0,30,7,23,0,0,21,6,15,0,0,58.3
2020.0,특수대학원,사립,세종,폐교,고려대학교(세종) 의용과학대학원 _분교,42.0,36,18,18,0,0,30,15,15,0,0,71.4
2020.0,일반대학원,사립,세종,기존,고려대학교(세종) 일반대학원 _분교,235.0,354,168,127,17,42,234,122,84,6,22,87.7
2020.0,전문대학원,사립,세종,기존,고려대학교(세종) 행정전문대학원 _분교,60.0,63,43,20,0,0,36,24,12,0,0,60.0
2020.0,특수대학원,사립,서울,기존,고려사이버대학교 융합정보대학원 ,40.0,51,34,13,3,1,44,30,10,3,1,100.0
2020.0,특수대학원,사립,부산,기존,고신대학교 교육대학원 ,17.0,19,5,13,0,1,17,5,11,0,1,94.1
2020.0,특수대학원,사립,부산,기존,고신대학교 교회음악대학원 ,25.0,33,4,27,1,1,26,2,23,1,0,100.0
2020.0,특수대학원,사립,부산,기존,고신대학교 기독교상담대학원 ,25.0,23,2,19,1,1,18,2,16,0,0,72.0
2020.0,일반대학원,사립,부산,기존,고신대학교 대학원 ,160.0,146,73,68,3,2,122,69,48,3,2,73.1
2020.0,특수대학원,사립,부산,기존,고신대학교 보건대학원 ,50.0,23,3,19,0,1,21,3,17,0,1,40.0
2020.0,특수대학원,사립,부산,기존,고신대학교 선교목회대학원 ,31.0,28,24,1,0,3,25,21,1,0,3,71.0
2020.0,특수대학원,사립,충남,기존,고신대학교 신학대학원 ,154.0,208,179,27,2,0,143,121,20,2,0,91.6
2020.0,특수대학원,국립,충남,기존,공주교육대학교 교육대학원 ,230.0,233,60,173,0,0,185,51,134,0,0,80.4
2020.0,특수대학원,사립,광주,기존,광신대학교 국제대학원 ,20.0,34,10,16,4,4,28,9,11,4,4,100.0
2020.0,일반대학원,사립,광주,기존,광신대학교 대학원 ,86.0,96,32,64,0,0,76,24,52,0,0,88.4
2020.0,특수대학원,사립,광주,기존,광신대학교 사회복지대학원 ,25.0,36,11,23,0,2,25,10,13,0,2,92.0
2020.0,특수대학원,사립,광주,기존,광신대학교 상담치료대학원 ,35.0,42,15,26,0,1,37,12,24,0,1,102.9
2020.0,특수대학원,사립,광주,기존,광신대학교 신학대학원 ,60.0,59,39,18,2,0,49,32,15,2,0,78.3
2020.0,특수대학원,사립,광주,기존,광신대학교 음악대학원 ,12.0,12,3,9,0,0,12,3,9,0,0,100.0
2020.0,특수대학원,사립,서울,기존,광운대학교 건설법무대학원 ,38.0,44,37,7,0,0,38,34,4,0,0,100.0
2020.0,특수대학원,사립,서울,기존,광운대학교 경영대학원 ,75.0,69,30,33,6,0,59,28,26,5,0,72.0
2020.0,특수대학원,사립,서울,기존,광운대학교 교육대학원 ,105.0,171,24,146,1,0,115,14,98,2,1,106.7
2020.0,일반대학원,사립,서울,기존,광운대학교 대학원 ,334.0,408,238,115,30,25,306,195,82,18,11,82.9
2020.0,특수대학원,사립,서울,기존,광운대학교 상담복지정책대학원 ,100.0,153,28,123,0,2,96,17,78,0,1,95.0
2020.0,특수대학원,사립,서울,기존,광운대학교 스마트융합대학원 ,48.0,60,40,18,1,1,53,35,16,1,1,106.3
2020.0,특수대학원,사립,서울,기존,광운대학교 환경대학원 ,30.0,45,34,11,0,0,40,31,9,0,0,133.3
2020.0,일반대학원,사립,전남,기존,광주가톨릭대학교 대학원 ,30.0,12,12,0,0,0,12,12,0,0,0,40.0
2020.0,일반대학원,특별법법인,광주,기존,광주과학기술원 일반대학원 ,440.0,839,611,214,10,4,386,284,93,6,3,85.7
2020.0,특수대학원,국립,광주,기존,광주교육대학교 교육대학원 ,302.0,202,50,152,0,0,158,38,120,0,0,52.3
2020.0,특수대학원,사립,광주,기존,광주대학교 보건상담정책대학원 ,60.0,96,20,65,4,7,67,18,41,3,5,98.3
2020.0,전문대학원,사립,광주,기존,광주대학교 사회복지전문대학원 ,35.0,49,25,24,0,0,33,17,16,0,0,94.3
2020.0,일반대학원,사립,광주,기존,광주대학교 일반대학원 ,105.0,180,66,89,13,12,124,44,66,8,6,104.8
2020.0,특수대학원,사립,광주,기존,광주여자대학교 교육대학원 ,35.0,64,3,61,0,0,31,3,28,0,0,88.6
2020.0,특수대학원,사립,광주,기존,광주여자대학교 사회개발대학원 ,30.0,35,3,31,0,1,22,2,20,0,0,73.3
2020.0,일반대학원,사립,광주,기존,광주여자대학교 일반대학원 ,35.0,65,0,48,0,17,49,0,33,0,16,94.3
2020.0,특수대학원,국립,강원,기존,국립강릉원주대학교 경영정책과학대학원 ,29.0,9,2,7,0,0,9,2,7,0,0,31.0
2020.0,특수대학원,국립,강원,기존,국립강릉원주대학교 경영정책과학대학원 _제2캠퍼스,12.0,5,2,3,0,0,5,2,3,0,0,41.7
2020.0,특수대학원,국립,강원,기존,국립강릉원주대학교 교육대학원 ,86.0,89,30,59,0,0,63,22,41,0,0,73.3
2020.0,특수대학원,국립,강원,기존,국립강릉원주대학교 교육대학원 _제2캠퍼스,26.0,22,1,21,0,0,16,0,16,0,0,61.5
