기준연도,학교종류,설립구분,지역,상태,대학원명,입학정원(A),지원자,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,입학자,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,"정원내
신입생충원율(%)
(B/A)x100"
2022.0,일반대학원,국립,강원,기존,강원대학교 일반대학원 ,841.0,1122,539,408,91,84,883,443,308,74,58,89.3
2022.0,특수대학원,국립,강원,기존,강원대학교 정보과학・행정대학원 ,85.0,36,19,17,0,0,33,17,16,0,0,38.8
2022.0,전문대학원,사립,서울,기존,건국대학교 건축전문대학원 ,61.0,174,95,79,0,0,54,27,27,0,0,88.5
2022.0,전문대학원,사립,서울,기존,건국대학교 경영전문대학원 ,50.0,89,54,35,0,0,48,30,18,0,0,96.0
2022.0,특수대학원,사립,서울,기존,건국대학교 교육대학원 ,260.0,1076,176,900,0,0,245,43,202,0,0,94.2
2022.0,특수대학원,사립,서울,기존,건국대학교 농축대학원 ,50.0,66,38,28,0,0,40,27,13,0,0,80.0
2022.0,전문대학원,사립,서울,기존,건국대학교 법학전문대학원 ,46.0,145,68,77,0,0,44,20,24,0,0,95.7
2022.0,특수대학원,사립,서울,기존,건국대학교 부동산대학원 ,200.0,1139,836,301,2,0,202,161,39,2,0,100.0
2022.0,특수대학원,사립,서울,기존,건국대학교 산업대학원 ,90.0,172,42,113,13,4,94,27,58,5,4,94.4
2022.0,특수대학원,사립,서울,기존,건국대학교 수의방역대학원 ,7.0,9,6,3,0,0,8,5,3,0,0,114.3
2022.0,특수대학원,사립,서울,기존,건국대학교 언론홍보대학원 ,35.0,36,22,14,0,0,23,15,8,0,0,65.7
2022.0,특수대학원,사립,서울,기존,건국대학교 예술디자인대학원 ,90.0,190,37,153,0,0,96,23,73,0,0,106.7
2022.0,일반대학원,사립,서울,기존,건국대학교 일반대학원 ,917.0,2025,666,720,191,448,1087,478,445,60,104,100.7
2022.0,특수대학원,사립,서울,기존,건국대학교 정보통신대학원 ,61.0,101,77,24,0,0,50,43,7,0,0,82.0
2022.0,특수대학원,사립,서울,기존,건국대학교 행정대학원 ,100.0,149,61,86,0,2,104,47,56,0,1,103.0
2022.0,특수대학원,사립,충북,기존,건국대학교(글로컬) 교육대학원 _분교,30.0,17,6,11,0,0,9,4,5,0,0,30.0
2022.0,전문대학원,사립,충북,기존,건국대학교(글로컬) 의학전문대학원 _분교,40.0,199,72,122,2,3,42,15,25,1,1,100.0
2022.0,일반대학원,사립,충북,기존,건국대학교(글로컬) 일반대학원 _분교,128.0,141,60,56,10,15,106,46,44,7,9,70.3
2022.0,특수대학원,사립,충북,기존,건국대학교(글로컬) 창의융합대학원 _분교,38.0,18,5,13,0,0,14,4,10,0,0,36.8
2022.0,특수대학원,사립,대전,기존,건양대학교 경영사회복지대학원 _제2캠퍼스,18.0,21,8,8,2,3,17,6,6,2,3,66.7
2022.0,특수대학원,사립,대전,폐교,건양대학교 군사경찰행정대학원 _제2캠퍼스,18.0,17,16,1,0,0,16,15,1,0,0,88.9
2022.0,특수대학원,사립,대전,기존,건양대학교 바이오융합대학원 _제2캠퍼스,12.0,21,8,13,0,0,18,7,11,0,0,150.0
2022.0,특수대학원,사립,대전,기존,건양대학교 보건복지대학원 _제2캠퍼스,54.0,59,26,31,1,1,52,22,28,1,1,92.6
2022.0,특수대학원,사립,대전,기존,건양대학교 상담대학원 _제2캠퍼스,25.0,32,5,27,0,0,23,5,18,0,0,92.0
2022.0,일반대학원,사립,대전,기존,건양대학교 일반대학원 _제2캠퍼스,145.0,284,80,166,26,12,181,58,84,26,13,97.9
2022.0,특수대학원,사립,경기,기존,경기대학교 공학대학원 ,56.0,61,56,5,0,0,55,52,3,0,0,98.2
2022.0,전문대학원,사립,서울,기존,경기대학교 관광전문대학원 ,70.0,65,24,38,1,2,55,20,33,0,2,75.7
2022.0,특수대학원,사립,경기,기존,경기대학교 교육대학원 ,250.0,602,79,523,0,0,250,44,206,0,0,100.0
2022.0,특수대학원,사립,서울,기존,경기대학교 대체의학대학원 ,61.0,83,27,53,3,0,74,24,47,3,0,116.4
2022.0,전문대학원,사립,서울,기존,경기대학교 서비스경영전문대학원 ,40.0,59,31,26,1,1,41,25,15,0,1,100.0
2022.0,특수대학원,사립,서울,기존,경기대학교 예술대학원 ,30.0,36,10,26,0,0,29,8,21,0,0,96.7
2022.0,일반대학원,사립,서울,기존,경기대학교 일반대학원 ,406.0,774,261,325,87,101,486,174,198,48,66,91.6
2022.0,전문대학원,사립,서울,기존,경기대학교 정치전문대학원 ,35.0,49,36,9,0,4,40,32,6,0,2,108.6
2022.0,특수대학원,사립,서울,기존,경기대학교 한류문화대학원 ,50.0,61,21,40,0,0,52,18,34,0,0,104.0
2022.0,특수대학원,사립,경기,기존,경기대학교 행정복지상담대학원 ,79.0,61,17,43,1,0,46,14,31,1,0,57.0
2022.0,특수대학원,사립,경기,폐교,경기대학교 행정사회복지대학원 ,0.0,29,10,18,0,1,24,9,15,0,0,0.0
2022.0,특수대학원,국립,경남,폐교,경남과학기술대학교 산업복지대학원 ,0.0,10,2,8,0,0,8,2,6,0,0,0.0
2022.0,특수대학원,국립,경남,폐교,경남과학기술대학교 창업대학원 ,0.0,6,3,3,0,0,6,3,3,0,0,0.0
2022.0,특수대학원,사립,경남,기존,경남대학교 교육대학원 ,144.0,484,85,399,0,0,144,30,114,0,0,100.0
2022.0,일반대학원,사립,경남,기존,경남대학교 대학원 ,299.0,360,133,141,40,46,284,124,101,27,32,75.3
2022.0,특수대학원,사립,경남,기존,경남대학교 산업경영대학원 ,70.0,53,36,14,1,2,47,32,13,0,2,64.3
2022.0,특수대학원,사립,경남,기존,경남대학교 행정대학원 ,90.0,61,29,31,1,0,44,19,24,1,0,47.8
2022.0,특수대학원,국립,대구,기존,경북대학교 경영대학원 ,120.0,161,100,46,13,2,130,86,33,9,2,99.2
2022.0,특수대학원,국립,경북,기존,경북대학교 과학기술대학원 ,53.0,40,35,5,0,0,33,29,4,0,0,62.3
2022.0,특수대학원,국립,대구,기존,경북대학교 교육대학원 ,269.0,729,162,566,0,1,222,69,152,0,1,82.2
2022.0,특수대학원,국립,대구,기존,경북대학교 국제대학원 ,29.0,43,12,15,5,11,31,8,14,3,6,75.9
2022.0,전문대학원,국립,대구,기존,경북대학교 데이터사이언스대학원 ,50.0,121,73,48,0,0,50,29,21,0,0,100.0
2022.0,전문대학원,국립,대구,기존,경북대학교 법학전문대학원 ,130.0,627,291,336,0,0,140,69,71,0,0,107.7
2022.0,특수대학원,국립,대구,기존,경북대학교 보건대학원 ,40.0,70,9,61,0,0,40,3,37,0,0,100.0
2022.0,특수대학원,국립,대구,기존,경북대학교 산업대학원 ,85.0,131,102,25,4,0,84,67,16,1,0,97.6
2022.0,특수대학원,국립,대구,기존,경북대학교 수사과학대학원 ,30.0,241,32,205,0,4,33,3,27,0,3,100.0
2022.0,특수대학원,국립,대구,기존,경북대학교 스마트농생명식품융합대학원 ,38.0,49,35,14,0,0,30,23,7,0,0,78.9
2022.0,특수대학원,국립,대구,기존,경북대학교 식물방역대학원 ,10.0,13,4,9,0,0,10,3,7,0,0,100.0
2022.0,일반대학원,국립,대구,기존,경북대학교 일반대학원 ,1753.0,2776,1136,1101,299,240,1838,813,691,186,148,85.8
2022.0,특수대학원,국립,대구,폐교,경북대학교 정책정보대학원 ,70.0,77,30,47,0,0,58,24,34,0,0,82.9
2022.0,특수대학원,국립,대구,기존,경북대학교 행정대학원 ,69.0,44,26,17,0,1,29,18,10,0,1,40.6
2022.0,특수대학원,국립,경남,기존,경상국립대학교 건축도시토목대학원 ,25.0,25,16,2,5,2,23,14,2,5,2,64.0
2022.0,특수대학원,국립,경남,기존,경상국립대학교 경영대학원 ,60.0,37,20,17,0,0,30,17,13,0,0,50.0
2022.0,특수대학원,국립,경남,기존,경상국립대학교 교육대학원 ,210.0,204,63,141,0,0,102,36,66,0,0,48.6
2022.0,일반대학원,국립,경남,기존,경상국립대학교 대학원 ,821.0,1222,585,501,89,47,932,458,370,65,39,100.9
2022.0,특수대학원,국립,경남,기존,경상국립대학교 보건대학원 ,20.0,24,1,23,0,0,19,1,18,0,0,95.0
2022.0,특수대학원,국립,경남,기존,경상국립대학교 산업복지대학원 ,36.0,16,5,11,0,0,15,5,10,0,0,41.7
2022.0,특수대학원,국립,경남,기존,경상국립대학교 스마트미래농업대학원 ,7.0,8,6,2,0,0,7,5,2,0,0,100.0
2022.0,특수대학원,국립,경남,기존,경상국립대학교 융합과학기술대학원 ,54.0,67,17,6,42,2,58,13,5,38,2,33.3
2022.0,특수대학원,국립,경남,기존,경상국립대학교 창업대학원 ,28.0,49,23,8,5,13,35,13,7,4,11,71.4
2022.0,특수대학원,국립,경남,기존,경상국립대학교 항공우주특성화대학원 ,28.0,11,10,0,1,0,9,8,0,1,0,28.6
2022.0,특수대학원,국립,경남,기존,경상국립대학교 행정대학원 ,51.0,67,18,45,1,3,49,12,33,1,3,88.2
2022.0,특수대학원,사립,부산,기존,경성대학교 교육대학원 ,100.0,64,5,57,0,2,46,4,40,0,2,44.0
2022.0,특수대학원,사립,부산,기존,경성대학교 사회복지대학원 ,30.0,14,2,12,0,0,10,0,10,0,0,33.3
2022.0,일반대학원,사립,부산,기존,경성대학교 일반대학원 ,268.0,490,73,137,190,90,286,59,108,67,52,62.3
2022.0,특수대학원,사립,경북,기존,경운대학교 사회복지대학원 ,25.0,36,5,31,0,0,28,4,24,0,0,112.0
2022.0,특수대학원,사립,경북,기존,경운대학교 산업정보대학원 ,15.0,17,8,7,0,2,16,7,7,0,2,93.3
2022.0,일반대학원,사립,경북,기존,경운대학교 일반대학원 ,40.0,44,22,22,0,0,36,20,16,0,0,90.0
2022.0,전문대학원,국립,인천,기존,경인교육대학교 교육전문대학원 ,665.0,719,164,553,1,1,474,133,339,1,1,71.0
2022.0,특수대학원,사립,경북,기존,경일대학교 K-글로벌대학원 ,2.0,29,0,1,12,16,25,0,1,10,14,50.0
2022.0,일반대학원,사립,경북,기존,경일대학교 일반대학원 ,84.0,192,53,34,53,52,165,43,27,49,46,83.3
2022.0,특수대학원,사립,서울,기존,경희대학교 간호대학원 ,20.0,105,6,99,0,0,37,3,34,0,0,185.0
2022.0,특수대학원,사립,서울,기존,경희대학교 경영대학원 ,204.0,1284,183,197,363,541,786,100,98,274,314,97.1
2022.0,특수대학원,사립,서울,기존,경희대학교 공공대학원 ,110.0,122,27,85,9,1,89,17,62,9,1,71.8
2022.0,특수대학원,사립,서울,기존,경희대학교 관광대학원 ,95.0,160,76,75,2,7,100,46,52,1,1,103.2
2022.0,특수대학원,사립,서울,기존,경희대학교 교육대학원 ,334.0,1130,166,964,0,0,316,58,258,0,0,94.6
2022.0,전문대학원,사립,경기,기존,경희대학교 국제대학원 ,52.0,175,23,30,26,96,71,15,19,9,28,65.4
2022.0,일반대학원,사립,서울,기존,경희대학교 대학원 ,1456.0,3616,991,1246,390,989,1788,628,702,148,310,91.3
2022.0,전문대학원,사립,경기,기존,경희대학교 동서의학대학원 ,70.0,127,21,66,22,18,80,15,45,13,7,85.7
2022.0,특수대학원,사립,서울,기존,경희대학교 미디어커뮤니케이션대학원 ,42.0,189,13,16,23,137,114,9,9,14,82,42.9
2022.0,특수대학원,사립,서울,기존,경희대학교 법무대학원 ,15.0,18,10,4,4,0,16,9,4,3,0,86.7
2022.0,전문대학원,사립,서울,기존,경희대학교 법학전문대학원 ,70.0,406,247,159,0,0,64,44,20,0,0,91.4
2022.0,특수대학원,사립,경기,기존,경희대학교 아트퓨전디자인대학원 ,40.0,58,18,25,5,10,49,12,23,5,9,87.5
2022.0,전문대학원,사립,경기,기존,경희대학교 체육대학원 ,55.0,89,45,38,4,2,59,29,27,2,1,101.8
2022.0,특수대학원,사립,경기,기존,경희대학교 테크노경영대학원 ,97.0,732,71,30,262,369,591,59,17,243,272,78.4
2022.0,특수대학원,사립,경기,기존,경희대학교 평화복지대학원 ,28.0,22,11,2,4,5,20,11,0,4,5,39.3
2022.0,특수대학원,사립,서울,기존,경희사이버대학교 문화창조대학원 ,96.0,178,69,104,2,3,96,29,64,2,1,96.9
2022.0,특수대학원,사립,서울,기존,경희사이버대학교 호텔관광대학원 ,44.0,48,25,22,0,1,37,20,17,0,0,84.1
2022.0,특수대학원,사립,대구,기존,계명대학교 경영대학원 ,50.0,57,36,21,0,0,34,20,14,0,0,68.0
2022.0,특수대학원,사립,대구,기존,계명대학교 교육대학원 ,145.0,358,45,313,0,0,138,19,119,0,0,95.2
2022.0,특수대학원,사립,대구,기존,계명대학교 글로벌창업대학원 ,45.0,61,28,12,11,10,49,22,11,9,7,73.3
2022.0,일반대학원,사립,대구,기존,계명대학교 대학원 ,630.0,873,208,376,116,173,638,166,273,77,122,69.7
2022.0,특수대학원,사립,대구,폐교,계명대학교 스포츠산업대학원 ,30.0,10,6,4,0,0,7,4,3,0,0,23.3
2022.0,특수대학원,사립,대구,기존,계명대학교 연합신학대학원 ,40.0,35,15,20,0,0,27,10,17,0,0,67.5
2022.0,특수대학원,사립,대구,기존,계명대학교 예술대학원 ,40.0,39,6,33,0,0,29,5,24,0,0,72.5
2022.0,특수대학원,사립,대구,기존,계명대학교 유아교육대학원 ,40.0,31,3,28,0,0,22,2,20,0,0,55.0
2022.0,특수대학원,사립,대구,기존,계명대학교 정책대학원 ,45.0,24,2,22,0,0,17,2,15,0,0,37.8
2022.0,전문대학원,사립,서울,기존,고려대학교 KU-KIST융합대학원 ,60.0,88,55,33,0,0,56,41,15,0,0,93.3
2022.0,전문대학원,사립,서울,기존,고려대학교 경영전문대학원 ,335.0,853,543,258,21,31,339,219,107,4,9,97.3
2022.0,특수대학원,사립,서울,기존,고려대학교 공학대학원 ,51.0,85,67,18,0,0,41,31,10,0,0,80.4
2022.0,특수대학원,사립,서울,기존,고려대학교 교육대학원 ,443.0,1348,297,1046,1,4,424,107,315,0,2,95.3
2022.0,전문대학원,사립,서울,기존,고려대학교 국제대학원 ,71.0,477,37,81,115,244,134,8,41,33,52,69.0
2022.0,전문대학원,사립,서울,기존,고려대학교 기술경영전문대학원 ,68.0,254,199,51,4,0,71,56,12,3,0,100.0
2022.0,특수대학원,사립,서울,기존,고려대학교 노동대학원 ,64.0,221,165,56,0,0,70,50,20,0,0,109.4
2022.0,일반대학원,사립,서울,기존,고려대학교 대학원 ,2318.0,5828,2385,2266,280,897,2466,1143,1026,97,200,93.6
2022.0,특수대학원,사립,서울,기존,고려대학교 미디어대학원 ,77.0,151,68,82,1,0,75,36,38,1,0,96.1
2022.0,특수대학원,사립,서울,기존,고려대학교 법무대학원 ,81.0,117,85,32,0,0,69,48,21,0,0,85.2
2022.0,전문대학원,사립,서울,기존,고려대학교 법학전문대학원 ,130.0,377,232,145,0,0,132,87,45,0,0,101.5
2022.0,특수대학원,사립,서울,기존,고려대학교 보건대학원 ,55.0,240,50,190,0,0,55,9,46,0,0,100.0
2022.0,특수대학원,사립,서울,기존,고려대학교 생명환경과학대학원 ,73.0,120,38,82,0,0,75,25,50,0,0,102.7
2022.0,전문대학원,사립,서울,기존,고려대학교 에너지환경대학원(그린스쿨) ,45.0,118,49,26,32,11,51,21,13,13,4,75.6
2022.0,특수대학원,사립,서울,기존,고려대학교 임상치의학대학원 ,24.0,15,14,1,0,0,13,12,1,0,0,54.2
2022.0,전문대학원,사립,서울,기존,고려대학교 정보보호대학원 ,106.0,301,137,51,84,29,153,52,27,60,14,74.5
2022.0,특수대학원,사립,서울,기존,고려대학교 정책대학원 ,115.0,170,109,61,0,0,112,75,37,0,0,97.4
2022.0,특수대학원,사립,서울,기존,고려대학교 컴퓨터정보통신대학원 ,86.0,588,360,159,55,14,156,50,38,54,14,102.3
2022.0,특수대학원,사립,세종,기존,고려대학교(세종) 문화스포츠대학원 _분교,38.0,39,10,29,0,0,29,4,25,0,0,76.3
2022.0,특수대학원,사립,세종,기존,고려대학교(세종) 융합과학대학원 _분교,40.0,51,33,18,0,0,43,28,15,0,0,107.5
2022.0,일반대학원,사립,세종,기존,고려대학교(세종) 일반대학원 _분교,244.0,440,224,133,29,54,257,136,75,18,28,86.5
2022.0,특수대학원,사립,세종,기존,고려대학교(세종) 창업경영대학원 _분교,45.0,64,41,23,0,0,51,34,17,0,0,113.3
2022.0,전문대학원,사립,세종,기존,고려대학교(세종) 행정전문대학원 _분교,60.0,49,30,19,0,0,38,26,12,0,0,63.3
2022.0,특수대학원,사립,서울,기존,고려사이버대학교 융합정보대학원 ,64.0,108,68,37,2,1,67,44,20,2,1,100.0
2022.0,특수대학원,사립,부산,기존,고신대학교 교육대학원 ,17.0,33,8,20,0,5,21,6,10,0,5,94.1
2022.0,특수대학원,사립,부산,기존,고신대학교 교회음악대학원 ,38.0,32,4,27,1,0,20,3,16,1,0,50.0
2022.0,특수대학원,사립,부산,기존,고신대학교 기독교상담대학원 ,25.0,22,4,18,0,0,14,3,11,0,0,56.0
2022.0,일반대학원,사립,부산,기존,고신대학교 대학원 ,160.0,211,74,124,6,7,154,66,78,3,7,90.0
2022.0,특수대학원,사립,부산,기존,고신대학교 보건대학원 ,40.0,17,1,16,0,0,17,1,16,0,0,42.5
2022.0,특수대학원,사립,부산,기존,고신대학교 선교목회대학원 ,28.0,23,12,9,2,0,18,9,7,2,0,57.1
2022.0,특수대학원,사립,충남,기존,고신대학교 신학대학원 ,154.0,165,136,25,3,1,121,97,20,3,1,76.0
2022.0,특수대학원,국립,충남,기존,공주교육대학교 교육대학원 ,230.0,272,63,165,36,8,244,58,142,36,8,87.0
2022.0,특수대학원,사립,광주,기존,광신대학교 국제대학원 ,22.0,24,2,20,0,2,23,2,19,0,2,95.5
2022.0,일반대학원,사립,광주,기존,광신대학교 대학원 ,77.0,92,40,52,0,0,79,29,50,0,0,102.6
2022.0,특수대학원,사립,광주,기존,광신대학교 사회복지대학원 ,25.0,22,3,19,0,0,17,2,15,0,0,68.0
2022.0,특수대학원,사립,광주,기존,광신대학교 상담치료대학원 ,55.0,57,11,46,0,0,53,11,42,0,0,96.4
2022.0,특수대학원,사립,광주,기존,광신대학교 신학대학원 ,62.0,63,42,21,0,0,52,34,18,0,0,83.9
2022.0,특수대학원,사립,광주,기존,광신대학교 음악대학원 ,12.0,14,9,5,0,0,12,7,5,0,0,100.0
2022.0,특수대학원,사립,서울,기존,광운대학교 건설법무대학원 ,38.0,36,32,4,0,0,30,26,4,0,0,78.9
2022.0,특수대학원,사립,서울,기존,광운대학교 경영대학원 ,75.0,66,39,25,1,1,48,26,21,1,0,62.7
2022.0,특수대학원,사립,서울,기존,광운대학교 교육대학원 ,105.0,128,14,114,0,0,77,7,70,0,0,73.3
2022.0,일반대학원,사립,서울,기존,광운대학교 대학원 ,334.0,446,232,95,64,55,319,185,74,30,30,77.5
2022.0,특수대학원,사립,서울,기존,광운대학교 상담복지정책대학원 ,90.0,116,21,95,0,0,69,13,56,0,0,76.7
2022.0,특수대학원,사립,서울,기존,광운대학교 스마트융합대학원 ,58.0,73,38,11,21,3,66,35,10,19,2,77.6
2022.0,특수대학원,사립,서울,기존,광운대학교 환경대학원 ,30.0,23,15,8,0,0,19,12,7,0,0,63.3
2022.0,일반대학원,사립,전남,기존,광주가톨릭대학교 대학원 ,30.0,8,8,0,0,0,8,8,0,0,0,26.7
2022.0,일반대학원,특별법법인,광주,기존,광주과학기술원 일반대학원 ,440.0,1779,1236,488,41,14,372,239,108,17,8,78.9
2022.0,특수대학원,국립,광주,기존,광주교육대학교 교육대학원 ,302.0,184,62,122,0,0,173,60,113,0,0,57.3
2022.0,특수대학원,사립,광주,기존,광주대학교 보건상담정책대학원 ,60.0,64,15,43,2,4,48,10,32,2,4,70.0
2022.0,전문대학원,사립,광주,기존,광주대학교 사회복지전문대학원 ,35.0,34,10,24,0,0,26,7,19,0,0,74.3
2022.0,일반대학원,사립,광주,기존,광주대학교 일반대학원 ,105.0,155,65,75,5,10,117,54,49,5,9,98.1
2022.0,특수대학원,사립,광주,기존,광주여자대학교 교육대학원 ,35.0,39,4,35,0,0,22,3,19,0,0,62.9
2022.0,특수대학원,사립,광주,기존,광주여자대학교 사회개발대학원 ,30.0,40,5,33,1,1,36,5,29,1,1,113.3
2022.0,일반대학원,사립,광주,기존,광주여자대학교 일반대학원 ,35.0,67,3,47,0,17,50,2,34,0,14,102.9
2022.0,특수대학원,국립,강원,기존,국립강릉원주대학교 경영정책과학대학원 ,29.0,8,4,4,0,0,8,4,4,0,0,27.6
2022.0,특수대학원,국립,강원,기존,국립강릉원주대학교 경영정책과학대학원 _제2캠퍼스,12.0,2,1,1,0,0,2,1,1,0,0,16.7
