기준연도,학교종류,설립구분,지역,상태,대학원명,입학정원(A),지원자,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,입학자,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,계,정원내,,정원외,,계,정원내(B),,정원외,
,,,,,,,,남,여,남,여,,남,여,남,여
2024.0,특수대학원,사립,서울,기존,이화여자대학교 임상치의학대학원 ,25.0,28,0,28,0,0,13,0,13,0,0
2024.0,특수대학원,사립,서울,기존,이화여자대학교 정책과학대학원 ,50.0,88,0,88,0,0,46,0,46,0,0
2024.0,전문대학원,사립,서울,기존,이화여자대학교 통역번역대학원 ,125.0,516,0,516,0,0,117,0,117,0,0
2024.0,특수대학원,사립,경남,기존,인제대학교 경영대학원 ,30.0,14,11,3,0,0,14,11,3,0,0
2024.0,특수대학원,사립,경남,기존,인제대학교 교육대학원 ,85.0,198,20,178,0,0,86,11,75,0,0
2024.0,특수대학원,사립,부산,기존,인제대학교 보건대학원 ,60.0,59,12,47,0,0,46,7,39,0,0
2024.0,특수대학원,사립,경남,기존,인제대학교 사회복지대학원 ,30.0,36,8,28,0,0,30,7,23,0,0
2024.0,특수대학원,사립,경남,기존,인제대학교 산업융합대학원 ,45.0,47,27,20,0,0,43,24,19,0,0
2024.0,일반대학원,사립,경남,기존,인제대학교 일반대학원 ,387.0,458,126,185,88,59,333,105,147,43,38
2024.0,일반대학원,사립,인천,기존,인천가톨릭대학교 대학원 ,20.0,8,8,0,0,0,8,8,0,0,0
2024.0,일반대학원,사립,인천,기존,인천가톨릭대학교 일반대학원 _제2캠퍼스,80.0,33,5,28,0,0,27,4,23,0,0
2024.0,특수대학원,국립대법인,인천,기존,인천대학교 경영대학원 ,40.0,52,34,17,0,1,29,19,9,0,1
2024.0,특수대학원,국립대법인,인천,기존,인천대학교 공학대학원 ,26.0,65,56,9,0,0,26,24,2,0,0
2024.0,특수대학원,국립대법인,인천,기존,인천대학교 교육대학원 ,131.0,202,39,163,0,0,98,19,79,0,0
2024.0,일반대학원,국립대법인,인천,기존,인천대학교 대학원 ,358.0,641,271,189,115,66,405,207,128,43,27
2024.0,전문대학원,국립대법인,인천,기존,인천대학교 동북아물류대학원 ,35.0,84,55,11,3,15,53,36,7,1,9
2024.0,특수대학원,국립대법인,인천,기존,인천대학교 문화대학원 ,10.0,12,8,4,0,0,10,6,4,0,0
2024.0,특수대학원,국립대법인,인천,기존,인천대학교 정보기술대학원 ,16.0,22,20,2,0,0,15,14,1,0,0
2024.0,특수대학원,국립대법인,인천,기존,인천대학교 정책대학원 ,50.0,75,30,45,0,0,57,24,33,0,0
2024.0,특수대학원,사립,인천,기존,인하대학교 경영대학원 ,100.0,98,72,26,0,0,69,53,16,0,0
2024.0,특수대학원,사립,인천,기존,인하대학교 공학대학원 ,130.0,214,173,38,1,2,146,124,20,1,1
2024.0,특수대학원,사립,인천,기존,인하대학교 교육대학원 ,200.0,662,123,539,0,0,199,36,163,0,0
2024.0,일반대학원,사립,인천,기존,인하대학교 대학원 ,833.0,1315,672,387,129,127,923,519,285,57,62
2024.0,전문대학원,사립,인천,기존,인하대학교 물류전문대학원 ,90.0,102,57,11,15,19,64,41,8,8,7
2024.0,전문대학원,사립,인천,기존,인하대학교 법학전문대학원 ,55.0,310,143,167,0,0,55,26,29,0,0
2024.0,특수대학원,사립,인천,기존,인하대학교 보건대학원 ,30.0,45,5,40,0,0,29,2,27,0,0
2024.0,특수대학원,사립,인천,기존,인하대학교 상담심리대학원 ,40.0,156,26,130,0,0,37,3,34,0,0
2024.0,특수대학원,사립,인천,기존,인하대학교 정책대학원 ,100.0,132,74,58,0,0,101,58,43,0,0
2024.0,전문대학원,사립,인천,기존,인하대학교 제조혁신전문대학원 ,36.0,109,56,6,41,6,85,40,6,33,6
2024.0,특수대학원,사립,서울,기존,장로회신학대학교 교육대학원 ,23.0,18,7,11,0,0,16,6,10,0,0
2024.0,특수대학원,사립,서울,기존,장로회신학대학교 교회음악대학원 ,16.0,25,4,21,0,0,18,4,14,0,0
2024.0,특수대학원,사립,서울,기존,장로회신학대학교 기독교와사회대학원 ,30.0,25,7,18,0,0,19,6,13,0,0
2024.0,전문대학원,사립,서울,기존,장로회신학대학교 목회전문대학원 ,74.0,129,127,2,0,0,72,71,1,0,0
2024.0,특수대학원,사립,서울,기존,장로회신학대학교 신학대학원 ,264.0,438,273,160,3,2,267,151,113,2,1
2024.0,일반대학원,사립,서울,기존,장로회신학대학교 일반대학원 ,166.0,283,191,88,2,2,169,112,54,2,1
2024.0,전문대학원,국립,광주,기존,전남대학교 경영전문대학원 ,100.0,70,34,15,16,5,56,27,9,13,7
2024.0,특수대학원,국립,광주,기존,전남대학교 교육대학원 ,195.0,289,48,241,0,0,114,28,86,0,0
2024.0,일반대학원,국립,광주,기존,전남대학교 대학원 ,1592.0,2080,805,932,183,160,1620,644,693,144,139
2024.0,전문대학원,국립,광주,기존,전남대학교 데이터사이언스대학원 ,60.0,78,50,28,0,0,59,37,21,1,0
2024.0,전문대학원,국립,광주,기존,전남대학교 문화전문대학원 ,30.0,47,11,36,0,0,26,8,18,0,0
2024.0,전문대학원,국립,광주,기존,전남대학교 법학전문대학원 ,130.0,525,230,295,0,0,132,67,65,0,0
2024.0,특수대학원,국립,광주,기존,전남대학교 산업대학원 ,80.0,100,49,16,24,11,67,30,10,18,9
2024.0,특수대학원,국립,전남,기존,전남대학교 산학협력대학원 _제2캠퍼스,40.0,258,65,26,100,67,142,19,9,65,49
2024.0,특수대학원,국립,전남,기존,전남대학교 수산해양대학원 _제2캠퍼스,20.0,4,4,0,0,0,4,4,0,0,0
2024.0,특수대학원,국립,광주,기존,전남대학교 식물방역대학원 ,10.0,6,6,0,0,0,6,6,0,0,0
2024.0,특수대학원,국립,광주,기존,전남대학교 정책대학원 ,80.0,86,40,46,0,0,72,31,41,0,0
2024.0,전문대학원,국립,광주,기존,전남대학교 치의학전문대학원 ,70.0,557,294,261,0,2,73,32,41,0,0
2024.0,특수대학원,국립,전북,기존,전북대학교 경영대학원 ,72.0,47,32,15,0,0,43,31,12,0,0
2024.0,특수대학원,국립,전북,기존,전북대학교 공공정책대학원 ,70.0,80,32,47,1,0,68,29,38,1,0
2024.0,특수대학원,국립,전북,기존,전북대학교 교육대학원 ,224.0,255,61,194,0,0,168,40,128,0,0
2024.0,일반대학원,국립,전북,기존,전북대학교 대학원 ,1069.0,2088,664,670,370,384,1427,535,493,200,199
2024.0,특수대학원,국립,전북,기존,전북대학교 법무대학원 ,27.0,10,8,2,0,0,7,5,2,0,0
2024.0,전문대학원,국립,전북,기존,전북대학교 법학전문대학원 ,90.0,569,243,326,0,0,90,43,47,0,0
2024.0,특수대학원,국립,전북,기존,전북대학교 보건대학원 ,12.0,16,1,15,0,0,12,1,11,0,0
2024.0,특수대학원,국립,전북,기존,전북대학교 산업기술대학원 ,40.0,34,27,7,0,0,24,18,6,0,0
2024.0,특수대학원,국립,전북,기존,전북대학교 생명자원과학대학원 ,14.0,15,1,14,0,0,13,1,12,0,0
2024.0,특수대학원,국립,전북,기존,전북대학교 수의방역대학원 ,10.0,9,8,1,0,0,1,1,0,0,0
2024.0,특수대학원,국립,전북,기존,전북대학교 식물방역대학원 ,10.0,4,2,2,0,0,3,2,1,0,0
2024.0,전문대학원,국립,전북,기존,전북대학교 유연인쇄전자전문대학원 ,20.0,14,1,1,5,7,12,1,1,4,6
2024.0,특수대학원,국립,전북,기존,전북대학교 정보과학대학원 ,8.0,0,0,0,0,0,0,0,0,0,0
2024.0,특수대학원,국립,전북,기존,전북대학교 환경대학원 ,25.0,17,9,8,0,0,14,8,6,0,0
2024.0,특수대학원,국립,전북,기존,전주교육대학교 교육대학원 ,188.0,69,26,43,0,0,54,19,35,0,0
2024.0,특수대학원,사립,전북,기존,전주대학교 경영행정대학원 ,33.0,32,20,12,0,0,30,18,12,0,0
2024.0,특수대학원,사립,전북,기존,전주대학교 교육대학원 ,73.0,100,30,70,0,0,61,17,44,0,0
2024.0,특수대학원,사립,전북,기존,전주대학교 문화산업대학원 ,27.0,32,4,12,14,2,30,4,11,13,2
2024.0,특수대학원,사립,전북,기존,전주대학교 보건복지대학원 ,23.0,15,6,9,0,0,13,5,8,0,0
2024.0,특수대학원,사립,전북,기존,전주대학교 상담심리대학원 ,40.0,41,5,36,0,0,34,3,31,0,0
2024.0,특수대학원,사립,전북,기존,전주대학교 선교신학대학원 ,25.0,13,9,4,0,0,12,8,4,0,0
2024.0,일반대학원,사립,전북,기존,전주대학교 일반대학원 ,150.0,266,83,107,52,24,191,69,73,32,17
2024.0,특수대학원,사립,제주,기존,제주국제대학교 교육대학원 ,13.0,14,0,14,0,0,12,0,12,0,0
2024.0,특수대학원,사립,제주,기존,제주국제대학교 사회복지임상치료대학원 ,32.0,21,2,19,0,0,16,2,14,0,0
2024.0,특수대학원,사립,제주,기존,제주국제대학교 산업대학원 ,80.0,88,60,28,0,0,68,47,21,0,0
2024.0,일반대학원,사립,제주,기존,제주국제대학교 일반대학원 ,15.0,0,0,0,0,0,0,0,0,0,0
2024.0,특수대학원,국립,제주,기존,제주대학교 경영대학원 ,61.0,59,29,30,0,0,48,25,23,0,0
2024.0,특수대학원,국립,제주,기존,제주대학교 교육대학원 ,136.0,161,50,111,0,0,88,28,60,0,0
2024.0,일반대학원,국립,제주,기존,제주대학교 대학원 ,348.0,618,199,260,77,82,448,158,197,34,59
2024.0,전문대학원,국립,제주,기존,제주대학교 법학전문대학원 ,40.0,307,131,176,0,0,44,18,26,0,0
2024.0,특수대학원,국립,제주,기존,제주대학교 보건복지대학원 ,31.0,38,11,27,0,0,28,8,20,0,0
2024.0,특수대학원,국립,제주,기존,제주대학교 사회교육대학원 ,27.0,40,5,35,0,0,29,4,25,0,0
2024.0,특수대학원,국립,제주,기존,제주대학교 산업대학원 ,40.0,31,21,10,0,0,23,16,7,0,0
2024.0,전문대학원,국립,제주,기존,제주대학교 통역번역대학원 ,25.0,32,4,23,0,5,23,3,17,0,3
2024.0,특수대학원,국립,제주,기존,제주대학교 행정대학원 ,32.0,22,10,12,0,0,18,9,9,0,0
2024.0,특수대학원,사립,광주,기존,조선대학교 경영대학원 ,26.0,9,5,4,0,0,8,4,4,0,0
2024.0,특수대학원,사립,광주,기존,조선대학교 교육대학원 ,170.0,153,68,85,0,0,84,38,46,0,0
2024.0,일반대학원,사립,광주,기존,조선대학교 대학원 ,574.0,643,253,275,77,38,500,206,223,47,24
2024.0,특수대학원,사립,광주,기존,조선대학교 디자인대학원 ,14.0,1,0,1,0,0,1,0,1,0,0
2024.0,특수대학원,사립,광주,기존,조선대학교 보건대학원 ,30.0,40,8,32,0,0,36,8,28,0,0
2024.0,특수대학원,사립,광주,기존,조선대학교 산업기술창업대학원 ,23.0,5,3,2,0,0,4,2,2,0,0
2024.0,특수대학원,사립,광주,기존,조선대학교 임상약학대학원 ,14.0,4,0,4,0,0,4,0,4,0,0
2024.0,특수대학원,사립,광주,기존,조선대학교 정책대학원 ,47.0,15,6,9,0,0,13,6,7,0,0
2024.0,특수대학원,사립,충남,기존,중부대학교 교육대학원 ,70.0,103,22,81,0,0,50,12,38,0,0
2024.0,특수대학원,사립,충남,기존,중부대학교 원격대학원 ,280.0,431,137,280,11,3,353,115,225,10,3
2024.0,일반대학원,사립,충남,기존,중부대학교 일반대학원 ,86.0,901,69,67,488,277,528,41,42,273,172
2024.0,특수대학원,사립,충남,기존,중부대학교 휴먼텍대학원 ,90.0,377,62,96,132,87,271,41,70,96,64
2024.0,특수대학원,사립,서울,기존,중앙대학교 건강간호대학원 ,50.0,132,12,120,0,0,44,5,39,0,0
2024.0,특수대학원,사립,서울,기존,중앙대학교 건설대학원 ,40.0,60,41,13,5,1,39,26,7,5,1
2024.0,전문대학원,사립,서울,기존,중앙대학교 경영전문대학원 ,75.0,116,72,25,8,11,82,47,15,8,12
2024.0,특수대학원,사립,서울,기존,중앙대학교 교육대학원 ,210.0,772,113,659,0,0,210,24,186,0,0
2024.0,특수대학원,사립,경기,기존,중앙대학교 국악교육대학원 _제2캠퍼스,40.0,7,1,6,0,0,6,1,5,0,0
2024.0,전문대학원,사립,서울,기존,중앙대학교 국제대학원 ,75.0,291,38,184,13,56,67,11,43,2,11
2024.0,특수대학원,사립,서울,기존,중앙대학교 글로벌인적자원개발대학원 ,80.0,116,61,54,1,0,71,40,30,1,0
2024.0,일반대학원,사립,서울,기존,중앙대학교 대학원 ,1145.0,3728,1038,1243,400,1047,1504,540,584,129,251
2024.0,일반대학원,사립,경기,기존,중앙대학교 대학원 _제2캠퍼스,190.0,326,89,116,36,85,186,76,62,14,34
2024.0,전문대학원,사립,서울,기존,중앙대학교 법학전문대학원 ,57.0,447,167,280,0,0,58,23,35,0,0
2024.0,특수대학원,사립,서울,기존,중앙대학교 보안대학원 ,40.0,98,73,11,13,1,55,36,5,13,1
2024.0,특수대학원,사립,서울,기존,중앙대학교 사회복지대학원 ,70.0,105,31,74,0,0,68,13,55,0,0
2024.0,특수대학원,사립,서울,기존,중앙대학교 심리서비스대학원 ,68.0,306,52,254,0,0,71,13,58,0,0
2024.0,특수대학원,사립,서울,기존,중앙대학교 예술대학원 ,123.0,284,58,134,12,80,130,39,68,3,20
2024.0,특수대학원,사립,경기,기존,중앙대학교 창업경영대학원 _제2캠퍼스,75.0,55,36,19,0,0,41,30,11,0,0
2024.0,특수대학원,사립,서울,기존,중앙대학교 첨단광고PR대학원 ,30.0,29,16,13,0,0,21,13,8,0,0
2024.0,전문대학원,사립,서울,기존,중앙대학교 첨단영상대학원 ,100.0,286,97,100,23,66,132,55,51,9,17
2024.0,특수대학원,사립,서울,기존,중앙대학교 커뮤니케이션대학원 ,41.0,56,18,38,0,0,19,8,11,0,0
2024.0,특수대학원,사립,서울,기존,중앙대학교 행정대학원 ,45.0,63,32,31,0,0,35,18,17,0,0
2024.0,일반대학원,사립,경기,기존,중앙승가대학교 대학원 ,45.0,29,15,14,0,0,25,12,13,0,0
2024.0,특수대학원,사립,충북,기존,중원대학교 사회문화대학원 ,34.0,37,32,3,1,1,35,30,3,1,1
2024.0,일반대학원,사립,충북,기존,중원대학교 일반대학원 ,54.0,71,44,18,3,6,60,35,13,7,5
2024.0,특수대학원,사립,충북,기존,중원대학교 평생학습대학원 ,6.0,8,3,5,0,0,5,2,3,0,0
2024.0,특수대학원,국립,경남,기존,진주교육대학교 교육대학원 ,230.0,106,26,80,0,0,105,27,78,0,0
2024.0,특수대학원,사립,경기,폐교,차의과학대학교 경영대학원 ,25.0,20,1,0,3,16,19,0,0,3,16
2024.0,일반대학원,사립,경기,기존,차의과학대학교 대학원 ,153.0,229,66,152,3,8,143,47,87,2,7
2024.0,특수대학원,사립,경기,기존,차의과학대학교 미술치료대학원 ,50.0,74,0,74,0,0,57,0,57,0,0
2024.0,특수대학원,사립,경기,폐교,차의과학대학교 보건산업대학원 ,30.0,41,5,36,0,0,32,3,29,0,0
2024.0,특수대학원,사립,경기,기존,차의과학대학교 스포츠의학대학원 ,60.0,111,56,55,0,0,68,33,35,0,0
2024.0,전문대학원,사립,경기,기존,차의과학대학교 의학전문대학원 ,40.0,333,173,131,10,19,42,19,21,1,1
2024.0,특수대학원,사립,경기,기존,차의과학대학교 임상상담심리대학원 ,35.0,97,20,77,0,0,35,8,27,0,0
2024.0,특수대학원,사립,경기,기존,차의과학대학교 임상약학대학원 ,20.0,21,5,16,0,0,14,4,10,0,0
2024.0,특수대학원,사립,경기,기존,차의과학대학교 통합의학대학원 ,60.0,82,20,62,0,0,66,16,50,0,0
2024.0,일반대학원,사립,경남,기존,창신대학교 대학원 ,50.0,67,16,44,6,1,56,14,36,5,1
2024.0,특수대학원,사립,경남,기존,창신대학교 복지문화대학원 ,50.0,63,5,54,0,4,54,4,46,0,4
2024.0,특수대학원,사립,경남,기존,창신대학교 부동산경영대학원 ,25.0,39,16,15,2,6,32,12,13,2,5
2024.0,특수대학원,사립,충남,기존,청운대학교 대학원 ,60.0,438,36,37,174,191,309,20,26,120,143
2024.0,특수대학원,국립,충북,기존,청주교육대학교 교육대학원 ,234.0,121,33,88,0,0,98,32,66,0,0
2024.0,특수대학원,사립,충북,기존,청주대학교 보건의료대학원 ,45.0,46,19,27,0,0,37,16,21,0,0
2024.0,특수대학원,사립,충북,기존,청주대학교 사회복지・공공정책대학원 ,50.0,46,21,25,0,0,36,14,22,0,0
2024.0,특수대학원,사립,충북,기존,청주대학교 예술대학원 ,10.0,11,6,2,2,1,9,4,2,2,1
2024.0,특수대학원,사립,충북,기존,청주대학교 융합신기술대학원 ,25.0,18,16,2,0,0,16,14,2,0,0
2024.0,일반대학원,사립,충북,기존,청주대학교 일반대학원 ,134.0,510,94,38,197,181,387,72,25,148,142
2024.0,특수대학원,사립,전남,기존,초당대학교 산업대학원 ,20.0,53,13,34,3,3,53,8,8,8,29
2024.0,일반대학원,사립,전남,기존,초당대학교 일반대학원 ,30.0,32,8,11,8,5,32,8,11,8,5
2024.0,특수대학원,사립,서울,기존,총신대학교 교육대학원 ,47.0,98,7,60,0,31,78,6,41,0,31
2024.0,특수대학원,사립,서울,기존,총신대학교 교회음악대학원 ,15.0,19,5,14,0,0,17,4,13,0,0
2024.0,전문대학원,사립,서울,기존,총신대학교 목회신학대학원 ,27.0,36,36,0,0,0,27,27,0,0,0
2024.0,특수대학원,사립,서울,기존,총신대학교 사회복지대학원 ,15.0,19,6,13,0,0,16,4,12,0,0
2024.0,특수대학원,사립,서울,기존,총신대학교 상담대학원 ,30.0,52,7,41,0,4,34,7,23,0,4
2024.0,특수대학원,사립,서울,기존,총신대학교 선교대학원 ,25.0,38,27,11,0,0,32,23,9,0,0
2024.0,특수대학원,사립,경기,기존,총신대학교 신학대학원 ,393.0,516,409,73,22,12,406,331,60,8,7
2024.0,일반대학원,사립,서울,기존,총신대학교 일반대학원 ,115.0,204,141,40,2,21,139,96,19,3,21
2024.0,특수대학원,사립,서울,기존,총신대학교 통일개발대학원 ,10.0,14,9,3,2,0,5,4,1,0,0
2024.0,특수대학원,사립,서울,기존,추계예술대학교 문화예술경영대학원 ,54.0,33,16,17,0,0,23,10,13,0,0
2024.0,일반대학원,사립,서울,기존,추계예술대학교 일반대학원 ,86.0,57,13,43,0,1,37,7,29,0,1
2024.0,특수대학원,국립,강원,기존,춘천교육대학교 교육대학원 ,283.0,121,121,0,0,0,95,30,65,0,0
2024.0,특수대학원,국립,대전,기존,충남대학교 경영대학원 ,93.0,115,70,44,0,1,93,59,34,0,0
2024.0,특수대학원,국립,대전,기존,충남대학교 교육대학원 ,245.0,491,93,351,23,24,186,49,107,13,17
2024.0,특수대학원,국립,대전,기존,충남대학교 국가정책대학원 ,40.0,84,46,38,0,0,42,20,22,0,0
2024.0,일반대학원,국립,대전,기존,충남대학교 대학원 ,1362.0,2740,1250,1044,226,220,1576,663,545,192,176
2024.0,전문대학원,국립,대전,기존,충남대학교 법학전문대학원 ,105.0,481,203,277,0,1,114,44,70,0,0
2024.0,특수대학원,국립,대전,기존,충남대학교 보건대학원 ,37.0,64,10,53,0,1,38,5,32,0,1
2024.0,전문대학원,국립,대전,기존,충남대학교 분석과학기술대학원 ,30.0,38,14,20,0,4,30,12,15,0,3
2024.0,특수대학원,국립,대전,기존,충남대학교 산업대학원 ,83.0,142,92,27,19,4,114,73,19,18,4
2024.0,전문대학원,국립,대전,기존,충남대학교 신약전문대학원 ,25.0,30,5,25,0,0,21,4,17,0,0
2024.0,전문대학원,국립,대전,기존,충남대학교 에너지과학기술대학원 ,30.0,47,26,15,4,2,34,17,11,4,2
2024.0,특수대학원,국립,대전,기존,충남대학교 특허법무대학원 ,35.0,38,19,19,0,0,29,15,14,0,0
2024.0,특수대학원,국립,대전,기존,충남대학교 평화안보대학원 ,63.0,65,36,29,0,0,49,29,20,0,0
2024.0,특수대학원,국립,대전,기존,충남대학교 행정대학원 ,65.0,97,48,45,3,1,56,33,21,1,1
2024.0,특수대학원,국립,충북,기존,충북대학교 경영대학원 ,87.0,71,43,28,0,0,51,30,21,0,0
2024.0,특수대학원,국립,충북,기존,충북대학교 교육대학원 ,154.0,176,34,142,0,0,73,17,56,0,0
2024.0,일반대학원,국립,충북,기존,충북대학교 대학원 ,1067.0,1748,766,707,156,119,1230,564,443,124,99
2024.0,특수대학원,국립,충북,기존,충북대학교 법무대학원 ,19.0,22,11,11,0,0,19,8,11,0,0
2024.0,전문대학원,국립,충북,기존,충북대학교 법학전문대학원 ,85.0,254,160,93,1,0,79,57,22,0,0
2024.0,특수대학원,국립,충북,기존,충북대학교 북방농업대학원 ,5.0,2,2,0,0,0,2,2,0,0,0
2024.0,특수대학원,국립,충북,기존,충북대학교 산업대학원 ,81.0,98,82,15,1,0,82,69,12,1,0
2024.0,특수대학원,국립,충북,기존,충북대학교 세종 국가정책대학원 ,33.0,27,14,12,1,0,22,10,11,1,0
2024.0,특수대학원,국립,충북,기존,충북대학교 수의방역대학원 ,10.0,10,7,3,0,0,5,3,2,0,0
2024.0,일반대학원,사립,경기,기존,칼빈대학교 대학원 ,30.0,338,27,62,114,135,200,6,24,76,94
2024.0,특수대학원,사립,경기,기존,칼빈신학대학원 ,60.0,127,79,48,0,0,65,34,31,0,0
2024.0,특수대학원,사립,경기,기존,평택대학교 글로벌비즈니스대학원 ,15.0,16,9,7,0,0,13,6,7,0,0
2024.0,특수대학원,사립,경기,기존,평택대학교 사회복지대학원 ,25.0,20,7,13,0,0,17,6,11,0,0
2024.0,특수대학원,사립,경기,기존,평택대학교 상담대학원 ,80.0,40,4,36,0,0,31,3,28,0,0
2024.0,일반대학원,사립,경기,기존,평택대학교 일반대학원 ,65.0,97,22,75,0,0,69,17,52,0,0
2024.0,특수대학원,사립,경기,기존,평택대학교 통번역대학원 ,15.0,23,9,14,0,0,20,7,13,0,0
2024.0,전문대학원,사립,경기,기존,평택대학교 피어선신학전문대학원 ,48.0,34,20,14,0,0,28,19,9,0,0
2024.0,일반대학원,사립,경북,기존,포항공과대학교 대학원 ,770.0,1370,907,389,44,30,618,428,156,25,9
2024.0,특수대학원,사립,경북,기존,포항공과대학교 정보통신대학원 ,55.0,0,0,0,0,0,0,0,0,0,0
2024.0,전문대학원,사립,경북,기존,포항공과대학교 친환경소재대학원 ,65.0,111,70,31,7,3,35,26,4,4,1
2024.0,특수대학원,국립,경기,신설,한경국립대학교 경영대학원 ,6.0,0,0,0,0,0,0,0,0,0,0
2024.0,특수대학원,국립,경기,기존,한경국립대학교 공공정책대학원 ,20.0,9,6,3,0,0,8,5,3,0,0
2024.0,특수대학원,국립,경기,신설,한경국립대학교 교육대학원 ,30.0,18,8,10,0,0,14,7,7,0,0
2024.0,특수대학원,국립,경기,폐교,한경국립대학교 국제개발협력대학원 ,0.0,7,1,1,3,2,1,1,0,0,0
2024.0,특수대학원,국립,경기,기존,한경국립대학교 산업대학원 ,17.0,24,10,12,2,0,17,6,10,1,0
2024.0,일반대학원,국립,경기,기존,한경국립대학교 일반대학원 ,96.0,168,81,54,22,11,121,53,40,19,9
2024.0,전문대학원,사립,경기,기존,한국공학대학교 AI융합탄소중립전문대학원 ,20.0,11,9,2,0,0,10,8,2,0,0
2024.0,특수대학원,사립,경기,기존,한국공학대학교 산업기술경영대학원 ,40.0,90,41,10,26,13,73,27,10,23,13
2024.0,전문대학원,사립,경기,기존,한국공학대학교 융합기술에너지대학원 ,37.0,50,34,8,6,2,43,32,5,4,2
2024.0,일반대학원,사립,경기,기존,한국공학대학교 일반대학원 ,101.0,93,68,18,4,3,77,59,15,2,1
2024.0,일반대학원,특별법법인,대전,기존,한국과학기술원 일반대학원 ,2310.0,6441,3069,1498,1151,723,2953,1547,651,466,289
2024.0,특수대학원,국립,충북,기존,한국교원대학교 교육대학원 ,653.0,1034,306,728,0,0,660,143,369,72,76
2024.0,전문대학원,국립,충북,기존,한국교원대학교 교육정책전문대학원 ,101.0,109,40,69,0,0,98,35,63,0,0
2024.0,일반대학원,국립,충북,기존,한국교원대학교 대학원 ,549.0,1121,278,828,7,8,403,116,269,9,9
2024.0,특수대학원,사립,충남,기존,한국기술교육대학교 IT융합과학경영산업대학원 ,50.0,143,31,8,87,17,113,18,4,75,16
2024.0,일반대학원,사립,충남,기존,한국기술교육대학교 대학원 ,141.0,203,152,31,7,13,133,83,22,12,16
2024.0,전문대학원,사립,충남,기존,한국기술교육대학교 테크노인력개발전문대학원 ,52.0,140,60,80,0,0,52,22,30,0,0
2024.0,특수대학원,국립,서울,기존,한국방송통신대학교 경영대학원 ,150.0,199,141,58,0,0,157,108,49,0,0
2024.0,특수대학원,국립,서울,기존,한국방송통신대학교 대학원 ,830.0,2061,866,1192,0,3,824,340,484,0,0
2024.0,특수대학원,사립,서울,폐교,한국성서대학교 교육대학원 ,17.0,10,0,10,0,0,8,0,8,0,0
2024.0,일반대학원,사립,서울,기존,한국성서대학교 대학원 ,20.0,26,10,16,0,0,23,9,14,0,0
2024.0,특수대학원,사립,서울,기존,한국성서대학교 보육대학원 ,0.0,5,0,5,0,0,3,0,3,0,0
2024.0,특수대학원,사립,서울,기존,한국성서대학교 사회복지대학원 ,7.0,9,3,6,0,0,6,3,3,0,0
2024.0,특수대학원,사립,서울,기존,한국성서대학교 신학대학원 ,37.0,54,21,32,1,0,45,18,27,0,0
2024.0,일반대학원,특별법법인,전남,기존,한국에너지공과대학교 대학원 ,250.0,102,67,23,10,2,51,34,12,5,0
2024.0,특수대학원,사립,서울,기존,한국외국어대학교 KFL대학원 ,100.0,104,15,54,4,31,47,4,31,0,12
2024.0,특수대학원,사립,서울,기존,한국외국어대학교 TESOL 대학원 ,60.0,48,9,39,0,0,33,8,25,0,0
2024.0,특수대학원,사립,서울,기존,한국외국어대학교 경영대학원 ,187.0,546,134,78,171,163,318,96,54,94,74
2024.0,특수대학원,사립,서울,기존,한국외국어대학교 교육대학원 ,210.0,497,103,394,0,0,117,27,90,0,0
2024.0,전문대학원,사립,서울,기존,한국외국어대학교 국제지역대학원 ,145.0,151,34,42,34,41,88,25,20,15,28
2024.0,특수대학원,사립,서울,기존,한국외국어대학교 글로벌미디어커뮤니케이션대학원 ,20.0,9,3,6,0,0,6,2,4,0,0
2024.0,전문대학원,사립,서울,기존,한국외국어대학교 법학전문대학원 ,60.0,218,104,114,0,0,56,29,27,0,0
2024.0,일반대학원,사립,서울,기존,한국외국어대학교 일반대학원 ,460.0,880,249,631,0,0,380,99,248,5,28
2024.0,특수대학원,사립,서울,폐교,한국외국어대학교 정치행정언론대학원 ,40.0,44,37,7,0,0,29,26,3,0,0
2024.0,전문대학원,사립,서울,기존,한국외국어대학교 통번역대학원 ,160.0,654,118,462,4,70,169,34,120,0,15
2024.0,전문대학원,특별법국립,충남,폐교,한국전통문화대학교 문화유산전문대학원 ,70.0,91,36,55,0,0,50,20,30,0,0
2024.0,특수대학원,특별법국립,충남,기존,한국전통문화대학교 미래문화유산대학원 ,40.0,73,29,44,0,0,45,20,25,0,0
2024.0,일반대학원,특별법국립,충남,기존,한국전통문화대학교 일반대학원 ,69.0,93,39,49,2,3,63,24,39,0,0
2024.0,일반대학원,국립,서울,기존,한국체육대학교 대학원 ,110.0,208,126,79,2,1,112,67,42,2,1
2024.0,특수대학원,국립,서울,기존,한국체육대학교 사회체육대학원 ,132.0,236,150,85,0,1,131,81,49,0,1
2024.0,특수대학원,국립,서울,기존,한국체육대학교 스포츠융복합대학원 ,20.0,20,10,10,0,0,14,7,7,0,0
2024.0,일반대학원,사립,대전,기존,한국침례신학대학교 대학원 ,46.0,31,15,16,0,0,21,10,11,0,0
2024.0,전문대학원,사립,대전,기존,한국침례신학대학교 목회신학대학원 ,10.0,9,7,2,0,0,7,5,2,0,0
